genes,tot.samples,perc.samples
ENSG00000235023,179435,0.303659277486043
ENSG00000130363,493159,0.834576897627215
ENSG00000139971,370106,0.626333327128204
ENSG00000173744,562195,0.951407069447241
ENSG00000151689,533362,0.902612754248116
ENSG00000134294,569584,0.963911532909467
ENSG00000159377,572619,0.969047687545798
ENSG00000234818,19000,0.0321538511005925
ENSG00000149554,572535,0.968905533677774
ENSG00000271358,164,0.000277538504236693
ENSG00000271526,164,0.000277538504236693
ENSG00000113296,523729,0.886310751740116
ENSG00000116141,521843,0.883119058941394
ENSG00000244159,164,0.000277538504236693
ENSG00000118961,534357,0.904296600661015
ENSG00000280099,257888,0.436425913296294
ENSG00000238178,19000,0.0321538511005925
ENSG00000168397,552038,0.934218297572046
ENSG00000076344,521136,0.881922597218861
ENSG00000104889,557721,0.943835683667028
ENSG00000273829,164,0.000277538504236693
ENSG00000143499,532507,0.901165830948589
ENSG00000011304,562775,0.952388608059786
ENSG00000264070,9853,0.0166743102575862
ENSG00000176393,547423,0.926408296370507
ENSG00000006712,546533,0.924902142292637
ENSG00000240535,19000,0.0321538511005925
ENSG00000141349,558440,0.945052453084993
ENSG00000142959,443724,0.750917653987331
ENSG00000081692,539801,0.913509525155312
ENSG00000079215,533179,0.902303061892779
ENSG00000049249,573294,0.970189995413845
ENSG00000204020,181668,0.307438201144339
ENSG00000197548,555706,0.940425683142413
ENSG00000110841,564344,0.955043839237514
ENSG00000152763,550039,0.930835373974673
ENSG00000223891,179435,0.303659277486043
ENSG00000127564,534582,0.904677369950365
ENSG00000152670,473986,0.802130277250812
ENSG00000172986,457607,0.774411965294148
ENSG00000177963,545271,0.922766449656377
ENSG00000085276,556243,0.941334452512993
ENSG00000256995,19194,0.0324821588434091
ENSG00000088808,546989,0.925673834719052
ENSG00000213918,579669,0.980978458612071
ENSG00000102393,545832,0.923715834417821
ENSG00000136824,550714,0.93197768184272
ENSG00000137478,543281,0.919398756830578
ENSG00000039319,575973,0.974723688419029
ENSG00000090621,570120,0.964818609972094
ENSG00000198075,463630,0.784604736093036
ENSG00000154654,528632,0.894608137632021
ENSG00000237803,19000,0.0321538511005925
ENSG00000171827,492357,0.833219666649179
ENSG00000110628,548247,0.927802758123501
ENSG00000136826,532310,0.900832446281915
ENSG00000185305,535913,0.906929831835359
ENSG00000147408,516986,0.874899519215311
ENSG00000099364,448903,0.759682116874172
ENSG00000047056,543788,0.920256756962578
ENSG00000121774,574795,0.972730149650792
ENSG00000140873,442639,0.749081499858692
ENSG00000254756,19000,0.0321538511005925
ENSG00000132024,549092,0.929232758343501
ENSG00000176697,529169,0.895516907002601
ENSG00000172869,549753,0.930351373900211
ENSG00000017260,558406,0.944994914614602
ENSG00000249693,100905,0.170762333963436
ENSG00000163931,576584,0.975757688578106
ENSG00000255345,225495,0.38160698178569
ENSG00000233296,19505,0.0330084666166872
ENSG00000205054,235327,0.39824575357627
ENSG00000122783,440591,0.745615653171639
ENSG00000186260,555185,0.939543990699075
ENSG00000224078,275465,0.466171610180248
ENSG00000230205,19194,0.0324821588434091
ENSG00000101489,476391,0.806200277876966
ENSG00000115020,556394,0.941589991013845
ENSG00000229316,164,0.000277538504236693
ENSG00000166250,480056,0.812402586523475
ENSG00000231359,164,0.000277538504236693
ENSG00000002822,538750,0.911730909497063
ENSG00000132746,484965,0.820710126263096
ENSG00000073849,544242,0.921025064773087
ENSG00000121879,550212,0.931128143250484
ENSG00000188029,218646,0.370016364617902
ENSG00000232083,46224,0.0782252428038835
ENSG00000041802,557192,0.94294045276007
ENSG00000174473,416874,0.705479185458336
ENSG00000232006,179435,0.303659277486043
ENSG00000278053,572475,0.968803995200615
ENSG00000120616,500434,0.846888437982837
ENSG00000133048,534118,0.903892139060329
ENSG00000258933,19000,0.0321538511005925
ENSG00000235733,19000,0.0321538511005925
ENSG00000239880,164,0.000277538504236693
ENSG00000143167,494764,0.837293051891239
ENSG00000247775,19000,0.0321538511005925
ENSG00000182489,433765,0.734063959086763
ENSG00000135362,517539,0.875835365513133
ENSG00000142197,560494,0.948528453619762
ENSG00000165029,545200,0.922646295791738
ENSG00000145687,580483,0.982355997285538
ENSG00000170525,546158,0.924267526810389
ENSG00000182150,478844,0.810351509284848
ENSG00000261404,188068,0.31826897204138
ENSG00000130702,546029,0.924049219084495
ENSG00000168209,550313,0.931299066353703
ENSG00000116698,553524,0.936733067189703
ENSG00000104643,554089,0.937689221182957
ENSG00000241203,164,0.000277538504236693
ENSG00000117010,482673,0.816831356435593
ENSG00000240573,19000,0.0321538511005925
ENSG00000132274,568218,0.961599840246129
ENSG00000189431,403862,0.683458874378288
ENSG00000110442,555137,0.939462759917348
ENSG00000135945,550499,0.931613835632898
ENSG00000207705,144514,0.244562191471106
ENSG00000136319,485779,0.822087664936564
ENSG00000066185,444693,0.752557500393462
ENSG00000197893,480338,0.812879817366126
ENSG00000110076,517500,0.875769365502979
ENSG00000131398,521799,0.883044597391477
ENSG00000153234,447608,0.757490578075474
ENSG00000243150,19194,0.0324821588434091
ENSG00000092531,564513,0.955329839281514
ENSG00000201763,19000,0.0321538511005925
ENSG00000112742,533601,0.903017215848802
ENSG00000110066,557274,0.943079222012188
ENSG00000260616,164,0.000277538504236693
ENSG00000204745,19000,0.0321538511005925
ENSG00000085563,519561,0.879257212193417
ENSG00000163482,468337,0.79257042962622
ENSG00000106299,561587,0.950378146212023
ENSG00000102710,571025,0.966350148669254
ENSG00000161526,561030,0.949435530682389
ENSG00000185499,522511,0.884249520653772
ENSG00000114770,557301,0.94312491432691
ENSG00000171475,579041,0.979915689217798
ENSG00000170348,572841,0.969423379911289
ENSG00000115159,551249,0.932883066597395
ENSG00000149295,488564,0.82680074258473
ENSG00000111640,533834,0.903411523601773
ENSG00000108010,566484,0.958665378256212
ENSG00000126768,565089,0.956304608662248
ENSG00000141699,448113,0.758345193591568
ENSG00000072952,278657,0.471573457165147
ENSG00000115758,561260,0.949824761511502
ENSG00000072163,512907,0.867996595076399
ENSG00000169379,479283,0.811094432476066
ENSG00000075711,563188,0.953087531244236
ENSG00000141524,551047,0.932541220390957
ENSG00000241769,65060,0.110101555400239
ENSG00000115919,572683,0.969155995254768
ENSG00000136758,584026,0.988351844361822
ENSG00000205837,360237,0.609631939943375
ENSG00000113648,576473,0.97556984239536
ENSG00000263189,164,0.000277538504236693
ENSG00000234703,19000,0.0321538511005925
ENSG00000184507,422951,0.715763340886668
ENSG00000163162,495739,0.838943052145085
ENSG00000226816,19000,0.0321538511005925
ENSG00000107282,542564,0.918185372028519
ENSG00000167986,575897,0.974595073014627
ENSG00000080644,521435,0.882428597296707
ENSG00000119522,557201,0.942955683531644
ENSG00000196636,536899,0.908598447476684
ENSG00000144560,562323,0.951623684865182
ENSG00000084676,561930,0.950958607839786
ENSG00000205476,412091,0.69738487652075
ENSG00000177889,573834,0.971103841708283
ENSG00000003056,556423,0.941639067944472
ENSG00000069431,567206,0.959887224598035
ENSG00000256660,415345,0.702891646598715
ENSG00000135452,563327,0.953322762049656
ENSG00000162390,568825,0.962627071173396
ENSG00000136010,456541,0.77260796501661
ENSG00000196199,579613,0.980883689366721
ENSG00000158488,475378,0.804485969920918
ENSG00000127412,463662,0.784658889947522
ENSG00000204084,565808,0.957521378080212
ENSG00000066032,537187,0.909085832167051
ENSG00000196440,470225,0.795765507040847
ENSG00000077238,540817,0.915228910035217
ENSG00000005471,515444,0.872289980352305
ENSG00000185825,565921,0.957712608878863
ENSG00000125868,581214,0.983593074398935
ENSG00000070476,535650,0.906484754843808
ENSG00000141456,553634,0.936919221064496
ENSG00000006606,417896,0.707208724185958
ENSG00000163531,557721,0.943835683667028
ENSG00000149948,561420,0.950095530783928
ENSG00000145103,459283,0.777248273422811
ENSG00000237379,164,0.000277538504236693
ENSG00000274415,19000,0.0321538511005925
ENSG00000029364,559195,0.946330145589253
ENSG00000251562,370761,0.627441788837198
ENSG00000263429,187749,0.317729125804481
ENSG00000132326,563299,0.953275377426981
ENSG00000198798,466825,0.790011660001794
ENSG00000135409,488230,0.82623551172854
ENSG00000196950,485673,0.821908280293582
ENSG00000002919,541215,0.915902448600377
ENSG00000251141,19000,0.0321538511005925
ENSG00000075275,531709,0.899815369202364
ENSG00000177674,477282,0.807708124262788
ENSG00000112212,489666,0.828665665948564
ENSG00000142082,529246,0.895647214714956
ENSG00000254948,164,0.000277538504236693
ENSG00000143493,547580,0.926673988719075
ENSG00000116852,534158,0.903959831378436
ENSG00000250015,19000,0.0321538511005925
ENSG00000233819,164,0.000277538504236693
ENSG00000074771,454826,0.769705656877793
ENSG00000072135,548899,0.928906142908637
ENSG00000253506,485580,0.821750895653984
ENSG00000100226,562941,0.952669531179928
ENSG00000175029,563940,0.954360146824638
ENSG00000162591,464049,0.785313813125202
ENSG00000257588,19194,0.0324821588434091
ENSG00000054803,399426,0.675951796300276
ENSG00000180448,539209,0.912507678847335
ENSG00000213790,9853,0.0166743102575862
ENSG00000125386,552361,0.934764913040756
ENSG00000084636,525403,0.889143675252873
ENSG00000270792,19000,0.0321538511005925
ENSG00000202351,65060,0.110101555400239
ENSG00000112659,541100,0.91570783318582
ENSG00000176731,354246,0.599493322998973
ENSG00000205396,233808,0.395675137796175
ENSG00000047849,578205,0.978500919769372
ENSG00000104177,561556,0.95032568466549
ENSG00000187893,275177,0.465684225489881
ENSG00000260337,179435,0.303659277486043
ENSG00000123388,482594,0.816697664107333
ENSG00000166780,447608,0.757490578075474
ENSG00000163596,495185,0.83800551353931
ENSG00000131828,560416,0.948396453599454
ENSG00000102755,559271,0.946458760993656
ENSG00000112282,549619,0.930124604634555
ENSG00000231682,19000,0.0321538511005925
ENSG00000254106,19505,0.0330084666166872
ENSG00000172752,401791,0.679954104608324
ENSG00000164303,466473,0.789415967602457
ENSG00000124818,400975,0.678573181318951
ENSG00000221963,568222,0.96160660947794
ENSG00000171431,465852,0.788365044363853
ENSG00000198788,312000,0.528000081230782
ENSG00000185247,468898,0.793519814387664
ENSG00000087460,578673,0.979292919891218
ENSG00000129696,551917,0.934013528309774
ENSG00000152256,574605,0.972408611139786
ENSG00000060566,418201,0.70772487811152
ENSG00000135517,504490,0.853752439038837
ENSG00000231504,164,0.000277538504236693
ENSG00000128254,393495,0.665914717833033
ENSG00000137216,461837,0.781570427933912
ENSG00000171509,431169,0.72967072764165
ENSG00000139974,558357,0.944911991524922
ENSG00000119280,379560,0.642332406512678
ENSG00000060718,514706,0.87104105708324
ENSG00000083067,540133,0.914071371395596
ENSG00000174945,451992,0.764909656139947
ENSG00000118482,564520,0.955341685437182
ENSG00000225079,19000,0.0321538511005925
ENSG00000231821,164,0.000277538504236693
ENSG00000257476,19000,0.0321538511005925
ENSG00000224081,188262,0.318597279784197
ENSG00000257773,164,0.000277538504236693
ENSG00000116171,564512,0.955328146973561
ENSG00000152495,549403,0.929759066116779
ENSG00000204580,544814,0.92199306492201
ENSG00000165802,528331,0.89409875293827
ENSG00000183066,462103,0.78202058184932
ENSG00000145734,495279,0.83816459048686
ENSG00000111716,570450,0.965377071596473
ENSG00000136273,553123,0.936054451700685
ENSG00000280208,164,0.000277538504236693
ENSG00000278540,558208,0.944659837639975
ENSG00000196670,416161,0.704272569888088
ENSG00000196597,458361,0.775687965490456
ENSG00000222139,65060,0.110101555400239
ENSG00000225177,19513,0.0330220050803085
ENSG00000183780,439858,0.744375191442337
ENSG00000163904,572349,0.968590764398579
ENSG00000188649,459801,0.778124888942291
ENSG00000258702,179435,0.303659277486043
ENSG00000138303,559320,0.946541684083336
ENSG00000155761,441266,0.746757961039686
ENSG00000111058,534249,0.904113831402128
ENSG00000121964,560784,0.949019222926034
ENSG00000091483,553425,0.936565528702389
ENSG00000234860,19194,0.0324821588434091
ENSG00000143401,566453,0.95861291670968
ENSG00000103194,560361,0.948303376662058
ENSG00000102547,534340,0.90426783142582
ENSG00000256690,19000,0.0321538511005925
ENSG00000131759,533683,0.903155985100921
ENSG00000271175,164,0.000277538504236693
ENSG00000082512,555307,0.9397504522693
ENSG00000198089,567740,0.960790917044756
ENSG00000116176,478049,0.809006124462481
ENSG00000168878,547254,0.926122296326507
ENSG00000232125,129069,0.21842449514223
ENSG00000157538,448626,0.759213347571284
ENSG00000253283,164,0.000277538504236693
ENSG00000006534,555021,0.939266452194839
ENSG00000120318,527100,0.892015521848542
ENSG00000118520,507994,0.859682286104967
ENSG00000117245,521391,0.88235413574679
ENSG00000107164,546437,0.924739680729182
ENSG00000113924,511738,0.866018287079736
ENSG00000181666,500206,0.846502591769629
ENSG00000152818,563322,0.953314300509892
ENSG00000137766,468431,0.79272950657377
ENSG00000223773,278836,0.471876380288674
ENSG00000142661,476782,0.806861970286457
ENSG00000130803,480566,0.813265663579333
ENSG00000141027,578427,0.978876612134863
ENSG00000157870,423383,0.716494417922218
ENSG00000137193,541465,0.916325525588542
ENSG00000140395,567429,0.960264609271478
ENSG00000258899,164,0.000277538504236693
ENSG00000186827,500532,0.847054284162198
ENSG00000198723,369403,0.625143634637482
ENSG00000127948,552524,0.93504075923704
ENSG00000165424,531783,0.899940599990862
ENSG00000177084,565602,0.957172762641963
ENSG00000259754,19000,0.0321538511005925
ENSG00000144199,299490,0.506829308742971
ENSG00000048991,566947,0.959448916838295
ENSG00000164331,534692,0.904863523825158
ENSG00000101040,563722,0.953991223690957
ENSG00000154917,540681,0.914998756153655
ENSG00000134369,502077,0.849668899949062
ENSG00000238195,19000,0.0321538511005925
ENSG00000159921,557599,0.943629222096803
ENSG00000100629,466494,0.789451506069462
ENSG00000153214,473544,0.801382277135735
ENSG00000106511,489172,0.827829665819949
ENSG00000235166,19000,0.0321538511005925
ENSG00000198862,559338,0.946572145626484
ENSG00000250337,179435,0.303659277486043
ENSG00000227799,164,0.000277538504236693
ENSG00000156642,555719,0.940447683145797
ENSG00000128604,407734,0.690011490770999
ENSG00000033100,526002,0.890157367716518
ENSG00000151388,511182,0.865077363858056
ENSG00000197329,540623,0.9149006022924
ENSG00000182934,557759,0.943899991369229
ENSG00000202000,65060,0.110101555400239
ENSG00000205740,19000,0.0321538511005925
ENSG00000091409,447608,0.757490578075474
ENSG00000138115,496564,0.840339206206032
ENSG00000154556,558628,0.945370606980093
ENSG00000114439,573103,0.969866764594887
ENSG00000223592,164,0.000277538504236693
ENSG00000136155,491755,0.832200897261676
ENSG00000225084,187748,0.317727433496528
ENSG00000115297,491936,0.832507205001108
ENSG00000144567,440978,0.746270576349319
ENSG00000102780,493002,0.834311205278647
ENSG00000087586,543065,0.919033218312803
ENSG00000104881,547747,0.92695660414717
ENSG00000168310,544549,0.921544603314554
ENSG00000100083,562303,0.951589838706129
ENSG00000164266,519486,0.879130289096968
ENSG00000176248,520141,0.880238750805962
ENSG00000112992,573829,0.97109538016852
ENSG00000249995,164,0.000277538504236693
ENSG00000224888,74892,0.12674032719082
ENSG00000187950,256787,0.434562682240413
ENSG00000131051,587876,0.994867229979574
ENSG00000078747,572181,0.968306456662532
ENSG00000119866,564300,0.954969377687597
ENSG00000146555,453844,0.768043810468279
ENSG00000116455,549892,0.930586604705631
ENSG00000230730,19000,0.0321538511005925
ENSG00000111145,550922,0.932329681896874
ENSG00000133731,548933,0.928963681379028
ENSG00000233766,19000,0.0321538511005925
ENSG00000120798,567009,0.95955383993136
ENSG00000143228,467455,0.791077814011971
ENSG00000215908,395659,0.669576872242596
ENSG00000092010,569003,0.96292830198897
ENSG00000173064,519497,0.879148904484447
ENSG00000167703,497096,0.841239514036848
ENSG00000188157,545890,0.923813988279075
ENSG00000198251,294638,0.498618230556651
ENSG00000080298,555549,0.940159990793845
ENSG00000178691,562663,0.952199069569088
ENSG00000081377,555321,0.939774144580638
ENSG00000136754,560269,0.948147684330413
ENSG00000155304,551556,0.933402605138862
ENSG00000056487,424131,0.71776026427081
ENSG00000171798,442582,0.748985038305391
ENSG00000205485,55913,0.094622014557233
ENSG00000124159,492533,0.833517512848848
ENSG00000144908,546299,0.924506142231714
ENSG00000129219,533060,0.902101677246412
ENSG00000198719,448244,0.758566885933367
ENSG00000183317,468122,0.792206583416397
ENSG00000189056,524864,0.888231521266388
ENSG00000146006,527625,0.89290398352369
ENSG00000060237,567297,0.960041224621727
ENSG00000178295,489502,0.828388127444327
ENSG00000010292,555985,0.940897837061206
ENSG00000243819,150947,0.255448808530586
ENSG00000136715,535799,0.906736908728755
ENSG00000140526,570200,0.964953994608307
ENSG00000101310,554899,0.939059990624614
ENSG00000150787,554498,0.938381375135596
ENSG00000111875,551628,0.933524451311454
ENSG00000165699,456241,0.772100272630811
ENSG00000129667,549318,0.929615219940803
ENSG00000213523,473449,0.801221507880232
ENSG00000079841,539734,0.913396140522483
ENSG00000114013,500567,0.847113514940541
ENSG00000116478,552449,0.93491383614059
ENSG00000145107,233463,0.395091291552506
ENSG00000105707,529165,0.89551013777079
ENSG00000144857,468404,0.792683814259048
ENSG00000170004,548190,0.927706296570199
ENSG00000154175,544908,0.92215214186956
ENSG00000103429,550495,0.931607066401087
ENSG00000259009,9853,0.0166743102575862
ENSG00000229727,179948,0.304527431465759
ENSG00000163359,564317,0.954998146922792
ENSG00000196588,547983,0.927355988823998
ENSG00000198952,549325,0.929627066096472
ENSG00000016864,550957,0.932388912675217
ENSG00000182087,552316,0.934688759182886
ENSG00000226921,187749,0.317729125804481
ENSG00000183117,460818,0.779845966130149
ENSG00000099622,580139,0.981773843349822
ENSG00000255248,268414,0.454239146806023
ENSG00000173960,503211,0.851587977167381
ENSG00000266133,19000,0.0321538511005925
ENSG00000049246,517878,0.876409057909086
ENSG00000149499,537017,0.908798139815098
ENSG00000093072,440591,0.745615653171639
ENSG00000106331,486509,0.823323049742008
ENSG00000132470,528740,0.894790906890909
ENSG00000101977,509787,0.862716594264091
ENSG00000171262,486295,0.822960895840138
ENSG00000172785,276629,0.468141456637147
ENSG00000242578,19000,0.0321538511005925
ENSG00000226400,65745,0.111260786347813
ENSG00000086544,527810,0.893217060494932
ENSG00000188257,486499,0.823306126662481
ENSG00000257653,19000,0.0321538511005925
ENSG00000185920,553493,0.93668060564317
ENSG00000272556,19000,0.0321538511005925
ENSG00000163466,579146,0.980093381552828
ENSG00000278535,526782,0.891477367919595
ENSG00000085741,509549,0.862313824971358
ENSG00000151136,474460,0.802932431220374
ENSG00000242399,164,0.000277538504236693
ENSG00000095370,454637,0.76938581067474
ENSG00000165271,548357,0.927988911998294
ENSG00000007341,554279,0.938010759693963
ENSG00000198807,515262,0.87198198030492
ENSG00000114544,545308,0.922829065050625
ENSG00000187398,537774,0.910079216935264
ENSG00000107745,562494,0.951913069525088
ENSG00000001631,492419,0.833324589742245
ENSG00000224966,164,0.000277538504236693
ENSG00000120756,540420,0.91455706377801
ENSG00000177000,571805,0.967670148872331
ENSG00000122140,539513,0.913022140464945
ENSG00000259622,164,0.000277538504236693
ENSG00000280277,19000,0.0321538511005925
ENSG00000088002,530183,0.897232907266601
ENSG00000169604,537672,0.909906601524093
ENSG00000267717,164,0.000277538504236693
ENSG00000166446,459610,0.777801658123332
ENSG00000222249,19000,0.0321538511005925
ENSG00000181458,569036,0.962984148151407
ENSG00000153015,486131,0.822683357335901
ENSG00000150760,548190,0.927706296570199
ENSG00000125355,506939,0.857896901214908
ENSG00000165995,546011,0.924018757541347
ENSG00000202389,65060,0.110101555400239
ENSG00000279579,164,0.000277538504236693
ENSG00000082898,581346,0.983816459048686
ENSG00000141338,541098,0.915704448569915
ENSG00000165650,560985,0.94935937682452
ENSG00000168675,542359,0.917838448898223
ENSG00000101331,429969,0.727639958098455
ENSG00000197971,558578,0.94528599158246
ENSG00000186648,447117,0.756659654870716
ENSG00000272192,669,0.00113215402033139
ENSG00000214575,302165,0.511356232516343
ENSG00000179094,552318,0.934692143798791
ENSG00000146530,389551,0.659240255267732
ENSG00000167895,469354,0.794291506814078
ENSG00000224418,187749,0.317729125804481
ENSG00000236957,19000,0.0321538511005925
ENSG00000140400,565475,0.956957839531975
ENSG00000171735,571903,0.967835995051692
ENSG00000242880,19000,0.0321538511005925
ENSG00000164038,466290,0.789106275247119
ENSG00000144401,505497,0.855456593147168
ENSG00000117090,498580,0.8437508990386
ENSG00000201271,65060,0.110101555400239
ENSG00000159788,575632,0.974146611407171
ENSG00000273559,556598,0.941935221836188
ENSG00000237943,188068,0.31826897204138
ENSG00000207453,65060,0.110101555400239
ENSG00000185527,511969,0.866409210216802
ENSG00000066084,486788,0.823795203660801
ENSG00000125122,450968,0.76317673279642
ENSG00000112118,553584,0.936834605666862
ENSG00000165376,425732,0.720469649303023
ENSG00000174125,516407,0.873919672910719
ENSG00000111641,551797,0.933810451355454
ENSG00000021488,524946,0.888370290518506
ENSG00000234945,179629,0.303987585228859
ENSG00000156162,566014,0.957869993518461
ENSG00000223836,164,0.000277538504236693
ENSG00000134001,565109,0.956338454821301
ENSG00000116489,328701,0.556263316348202
ENSG00000161249,480376,0.812944125068327
ENSG00000163754,541331,0.916098756322886
ENSG00000066135,544638,0.921695218722341
ENSG00000231769,19000,0.0321538511005925
ENSG00000188501,469235,0.794090122167711
ENSG00000105672,514449,0.870606133939405
ENSG00000267199,19000,0.0321538511005925
ENSG00000113360,546799,0.925352296208046
ENSG00000197299,545641,0.923392603598862
ENSG00000166105,447712,0.75766657810255
ENSG00000197279,528955,0.895154753100731
ENSG00000116183,515518,0.872415211140802
ENSG00000118513,539482,0.912969678918412
ENSG00000229154,19000,0.0321538511005925
ENSG00000181381,429663,0.72712211186494
ENSG00000077235,551134,0.932688451182839
ENSG00000132912,561720,0.950603223169727
ENSG00000047634,535291,0.905877216288802
ENSG00000178965,441143,0.746549807161509
ENSG00000109111,564708,0.955659839332283
ENSG00000089916,568643,0.962319071126011
ENSG00000136628,563918,0.954322916049679
ENSG00000123130,556463,0.941706760262578
ENSG00000078098,504073,0.853046746622576
ENSG00000202407,65060,0.110101555400239
ENSG00000267241,164,0.000277538504236693
ENSG00000225321,19194,0.0324821588434091
ENSG00000163625,558277,0.944776606888709
ENSG00000179431,515201,0.871878749519808
ENSG00000250917,19194,0.0324821588434091
ENSG00000229065,19000,0.0321538511005925
ENSG00000159842,557116,0.942811837355667
ENSG00000148773,541764,0.916831525666389
ENSG00000177542,529494,0.896066907087216
ENSG00000137106,564568,0.95542291621891
ENSG00000064545,534721,0.904912600755785
ENSG00000170145,567129,0.95975691688568
ENSG00000198815,559262,0.946443530222082
ENSG00000239941,19000,0.0321538511005925
ENSG00000260490,164,0.000277538504236693
ENSG00000110321,585635,0.991074767857657
ENSG00000158805,551152,0.932718912725987
ENSG00000168056,553417,0.936551990238768
ENSG00000235763,164,0.000277538504236693
ENSG00000163219,534918,0.905245985422459
ENSG00000198162,558540,0.945221683880259
ENSG00000106052,570409,0.965307686970413
ENSG00000126217,555840,0.94065245240807
ENSG00000254134,164,0.000277538504236693
ENSG00000067141,554560,0.938486298228661
ENSG00000112144,548345,0.927968604302862
ENSG00000111596,583349,0.98720615187787
ENSG00000116679,563255,0.953200915877064
ENSG00000119314,567949,0.961144609406863
ENSG00000136891,553249,0.93626768250272
ENSG00000080573,504228,0.853309054355239
ENSG00000004848,440848,0.746050576315473
ENSG00000255159,19000,0.0321538511005925
ENSG00000128645,483845,0.818814741356114
ENSG00000272973,358,0.000605846247053269
ENSG00000128272,339004,0.573699165184487
ENSG00000011275,569112,0.96311276355581
ENSG00000162496,544371,0.92124337249898
ENSG00000115970,555521,0.94011260617117
ENSG00000083097,544644,0.921705372570057
ENSG00000132958,258228,0.4370012980002
ENSG00000077080,483964,0.819016126002481
ENSG00000116039,500449,0.846913822602127
ENSG00000113504,526776,0.891467214071879
ENSG00000260290,249263,0.421829757204578
ENSG00000168743,444246,0.751801038738621
ENSG00000096264,460342,0.779040427544681
ENSG00000149201,532181,0.900614138556021
ENSG00000092445,570212,0.964974302303739
ENSG00000223973,19000,0.0321538511005925
ENSG00000204363,216260,0.365978517842849
ENSG00000120868,546695,0.925176296180969
