genes,tot.samples,perc.samples
ENSG00000111481,564626,0.955521070080165
ENSG00000228729,164,0.000277538504236693
ENSG00000214657,46224,0.0782252428038835
ENSG00000127334,545291,0.92280029581543
ENSG00000154856,466213,0.788975967534764
ENSG00000150991,342015,0.578794704429955
ENSG00000107833,532897,0.901825831050128
ENSG00000046604,552439,0.934896913061064
ENSG00000168003,567769,0.960839993975384
ENSG00000180891,394601,0.667786410428678
ENSG00000169885,426326,0.721474880226905
ENSG00000134343,491173,0.831215974033227
ENSG00000122694,474052,0.802241969575688
ENSG00000042980,536388,0.907733678112874
ENSG00000102763,533966,0.903634908251524
ENSG00000134460,528263,0.893983675997489
ENSG00000239383,164,0.000277538504236693
ENSG00000267674,164,0.000277538504236693
ENSG00000175395,464119,0.785432274681888
ENSG00000229458,19000,0.0321538511005925
ENSG00000189227,244465,0.413710063647702
ENSG00000254515,164,0.000277538504236693
ENSG00000146469,478908,0.810459816993818
ENSG00000260912,178921,0.302789431198374
ENSG00000141577,525186,0.888776444427145
ENSG00000020922,455921,0.771558734085959
ENSG00000177565,573683,0.970848303207431
ENSG00000228414,19000,0.0321538511005925
ENSG00000280719,164,0.000277538504236693
ENSG00000159337,461912,0.781697351030362
ENSG00000135535,568585,0.962220917264756
ENSG00000165644,460818,0.779845966130149
ENSG00000214803,179435,0.303659277486043
ENSG00000085978,536493,0.907911370447903
ENSG00000166813,453265,0.767063964163687
ENSG00000169067,239583,0.405448216222802
ENSG00000187984,465465,0.787710121186172
ENSG00000067704,554371,0.938166452025608
ENSG00000162695,503079,0.85136459251763
ENSG00000268541,164,0.000277538504236693
ENSG00000149231,485372,0.82139889559983
ENSG00000164125,522719,0.884601520707926
ENSG00000228959,19000,0.0321538511005925
ENSG00000255272,187748,0.317727433496528
ENSG00000229814,164,0.000277538504236693
ENSG00000204130,496643,0.840472898534292
ENSG00000229495,19000,0.0321538511005925
ENSG00000231782,201321,0.34069712933802
ENSG00000177156,571171,0.966597225630342
ENSG00000259199,19000,0.0321538511005925
ENSG00000059573,536704,0.908268447425915
ENSG00000226889,19000,0.0321538511005925
ENSG00000106524,541594,0.916543833314436
ENSG00000241877,164,0.000277538504236693
ENSG00000225624,164,0.000277538504236693
ENSG00000132383,563471,0.953566454394839
ENSG00000196150,566193,0.958172916641987
ENSG00000123728,555558,0.940175221565419
ENSG00000132824,567779,0.96085691705491
ENSG00000180219,386554,0.654168408333601
ENSG00000135341,552807,0.935519682387643
ENSG00000230020,19000,0.0321538511005925
ENSG00000227175,19000,0.0321538511005925
ENSG00000260008,170288,0.288179736643036
ENSG00000225492,398991,0.675215642340868
ENSG00000223220,65060,0.110101555400239
ENSG00000227945,19000,0.0321538511005925
ENSG00000174177,462471,0.7826433511759
ENSG00000121351,528902,0.89506506077924
ENSG00000034533,528528,0.894432137604944
ENSG00000137207,560073,0.947815991971691
ENSG00000112499,507009,0.858015362771594
ENSG00000198521,563236,0.953168762025963
ENSG00000135426,410837,0.695262722348111
ENSG00000149658,542221,0.917604910400755
ENSG00000214100,19000,0.0321538511005925
ENSG00000163286,447801,0.757817193510337
ENSG00000175274,536820,0.908464755148424
ENSG00000260416,170288,0.288179736643036
ENSG00000243633,55913,0.094622014557233
ENSG00000247516,188262,0.318597279784197
ENSG00000267324,164,0.000277538504236693
ENSG00000077684,558123,0.944515991463999
ENSG00000198121,522534,0.884288443736684
ENSG00000094916,584973,0.989954459992994
ENSG00000155966,525552,0.88939582913782
ENSG00000267345,164,0.000277538504236693
ENSG00000271638,164,0.000277538504236693
ENSG00000078237,546684,0.925157680793489
ENSG00000219699,9853,0.0166743102575862
ENSG00000223791,19000,0.0321538511005925
ENSG00000247498,188447,0.318910356755439
ENSG00000225840,19000,0.0321538511005925
ENSG00000246898,188060,0.318255433577759
ENSG00000237031,19000,0.0321538511005925
ENSG00000127863,472672,0.799906584601013
ENSG00000236430,164,0.000277538504236693
ENSG00000174871,453043,0.766688271798196
ENSG00000182472,479704,0.811806894124138
ENSG00000261191,164,0.000277538504236693
ENSG00000055950,487700,0.825338588513629
ENSG00000110057,458769,0.776378427135143
ENSG00000134313,568418,0.961938301836662
ENSG00000256034,19000,0.0321538511005925
ENSG00000184113,507137,0.858231978189535
ENSG00000252186,19000,0.0321538511005925
ENSG00000189350,379568,0.642345944976299
ENSG00000269846,46224,0.0782252428038835
ENSG00000155229,549142,0.929317373741134
ENSG00000163933,307147,0.519787310736509
ENSG00000159200,550868,0.93223829726743
ENSG00000218632,164,0.000277538504236693
ENSG00000187531,533475,0.902803985046767
ENSG00000138430,568056,0.961325686357798
ENSG00000143322,576062,0.974874303826816
ENSG00000215041,277769,0.470070687703183
ENSG00000152465,562705,0.952270146503099
ENSG00000169750,519415,0.879010135232329
ENSG00000167977,539520,0.913033986620613
ENSG00000277144,164,0.000277538504236693
ENSG00000118894,290622,0.491821921818757
ENSG00000264408,19000,0.0321538511005925
ENSG00000163104,484511,0.819941818452587
ENSG00000143162,547851,0.927132604174247
ENSG00000139200,452367,0.765544271622196
ENSG00000154415,454495,0.769145502945462
ENSG00000263946,164,0.000277538504236693
ENSG00000235165,19000,0.0321538511005925
ENSG00000123124,551145,0.932707066570318
ENSG00000170619,475709,0.80504612385325
ENSG00000248839,19000,0.0321538511005925
ENSG00000160838,429233,0.726394419445295
ENSG00000273729,178795,0.302576200396339
ENSG00000233511,164,0.000277538504236693
ENSG00000231028,179629,0.303987585228859
ENSG00000253196,19513,0.0330220050803085
ENSG00000186288,272923,0.461869763364579
ENSG00000232098,19000,0.0321538511005925
ENSG00000117595,530327,0.897476599611785
ENSG00000121406,556591,0.941923375680519
ENSG00000279072,65060,0.110101555400239
ENSG00000260377,170288,0.288179736643036
ENSG00000104112,539301,0.91266337117898
ENSG00000283959,10047,0.0170026180004028
ENSG00000143977,334394,0.565897625522712
ENSG00000051341,536234,0.907473062688164
ENSG00000235347,164,0.000277538504236693
ENSG00000143369,525322,0.889006598308707
ENSG00000058729,555775,0.940542452391147
ENSG00000165475,526935,0.891736291036352
ENSG00000266642,9853,0.0166743102575862
ENSG00000100211,547560,0.926640142560022
ENSG00000240720,286938,0.485587459321148
ENSG00000125144,505047,0.85469505456847
ENSG00000164687,266570,0.451118530941312
ENSG00000283148,164,0.000277538504236693
ENSG00000213328,164,0.000277538504236693
ENSG00000137831,490141,0.829469512226079
ENSG00000100300,548847,0.928818142895099
ENSG00000254326,164,0.000277538504236693
ENSG00000100883,558923,0.945869837826129
ENSG00000270822,164,0.000277538504236693
ENSG00000120913,314579,0.532364543440699
ENSG00000159176,557572,0.943583529782081
ENSG00000142185,514107,0.870027364619595
ENSG00000167916,455647,0.771095041706929
ENSG00000234275,19000,0.0321538511005925
ENSG00000172733,500682,0.847308130355097
ENSG00000227455,19000,0.0321538511005925
ENSG00000143479,525858,0.889913675371335
ENSG00000204054,249276,0.421851757207963
ENSG00000228601,164,0.000277538504236693
ENSG00000231148,164,0.000277538504236693
ENSG00000230442,19000,0.0321538511005925
ENSG00000146757,480900,0.813830894435522
ENSG00000204934,367695,0.622253172654334
ENSG00000125657,524206,0.887117982633536
ENSG00000239984,46224,0.0782252428038835
ENSG00000185274,379568,0.642345944976299
ENSG00000138398,577881,0.97795261199271
ENSG00000175730,55913,0.094622014557233
ENSG00000226057,19000,0.0321538511005925
ENSG00000230690,19000,0.0321538511005925
ENSG00000258742,180327,0.305168816179818
ENSG00000234650,19707,0.033350312823125
ENSG00000139289,569656,0.964033379082058
ENSG00000063245,573114,0.969885379982366
ENSG00000240416,164,0.000277538504236693
ENSG00000138356,514219,0.870216903110293
ENSG00000179743,234120,0.396203137877406
ENSG00000253897,164,0.000277538504236693
ENSG00000119946,524424,0.887486905767216
ENSG00000185800,315492,0.53390962060148
ENSG00000075399,538834,0.911873063365087
ENSG00000207036,19000,0.0321538511005925
ENSG00000127952,551576,0.933436451297916
ENSG00000264364,482969,0.817332279589581
ENSG00000110987,558360,0.94491706844878
ENSG00000102007,545211,0.922664911179217
ENSG00000256691,19000,0.0321538511005925
ENSG00000250261,358,0.000605846247053269
ENSG00000244006,46224,0.0782252428038835
ENSG00000162302,527106,0.892025675696258
ENSG00000240871,444410,0.752078577242858
ENSG00000197540,500605,0.847177822642742
ENSG00000226313,164,0.000277538504236693
ENSG00000143641,562041,0.951146454022531
ENSG00000278876,164,0.000277538504236693
ENSG00000135709,558223,0.944685222259265
ENSG00000221574,65060,0.110101555400239
ENSG00000163734,513180,0.868458595147476
ENSG00000276170,19000,0.0321538511005925
ENSG00000124251,514277,0.870315056971547
ENSG00000170779,533516,0.902873369672826
ENSG00000136451,559992,0.947678915027525
ENSG00000241648,19000,0.0321538511005925
ENSG00000263063,179435,0.303659277486043
ENSG00000205300,19000,0.0321538511005925
ENSG00000130703,563748,0.954035223697727
ENSG00000112796,456646,0.77278565735164
ENSG00000163606,430901,0.729217189110337
ENSG00000086619,539691,0.913323371280519
ENSG00000233836,65254,0.110429863143056
ENSG00000231933,19000,0.0321538511005925
ENSG00000117174,554316,0.938073375088212
ENSG00000252950,65060,0.110101555400239
ENSG00000257167,188068,0.31826897204138
ENSG00000072501,568912,0.962774301965277
ENSG00000176597,482491,0.816523356388209
ENSG00000198087,559606,0.947025684157798
ENSG00000152689,576066,0.974881073058627
ENSG00000198822,513822,0.869545056853086
ENSG00000171206,547952,0.927303527277466
ENSG00000163806,463486,0.784361043747853
ENSG00000266933,669,0.00113215402033139
ENSG00000149294,564013,0.954483685305182
ENSG00000265369,259083,0.438448221299726
ENSG00000104687,567211,0.959895686137798
ENSG00000100036,472078,0.798901353677131
ENSG00000233754,19000,0.0321538511005925
ENSG00000185585,547234,0.926088450167454
ENSG00000185633,508188,0.860010593847784
ENSG00000131373,476079,0.805672277795735
ENSG00000151532,491889,0.832427666527333
ENSG00000137822,571521,0.967189533413774
ENSG00000159314,472529,0.799664584563782
ENSG00000227398,179435,0.303659277486043
ENSG00000229347,164,0.000277538504236693
ENSG00000067225,574283,0.971863687979029
ENSG00000240215,19000,0.0321538511005925
ENSG00000263765,164,0.000277538504236693
ENSG00000100503,484906,0.820610280093889
ENSG00000259251,179435,0.303659277486043
ENSG00000117148,482887,0.817193510337463
ENSG00000127445,564887,0.95596276245581
ENSG00000266564,9311,0.015757079347243
ENSG00000086205,517068,0.875038288467429
ENSG00000205413,530392,0.897586599628708
ENSG00000177599,441893,0.747819038126006
ENSG00000144218,565971,0.957797224276496
ENSG00000231501,164,0.000277538504236693
ENSG00000110665,386159,0.653499946692299
ENSG00000242290,19000,0.0321538511005925
ENSG00000252082,65060,0.110101555400239
ENSG00000253542,74071,0.125350942361683
ENSG00000145041,553212,0.936205067108472
ENSG00000103415,561309,0.949907684601182
ENSG00000117475,553650,0.936946297991738
ENSG00000010404,568847,0.962664301948354
ENSG00000252329,65060,0.110101555400239
ENSG00000214770,9853,0.0166743102575862
ENSG00000104714,482486,0.816514894848445
ENSG00000254459,19000,0.0321538511005925
ENSG00000115425,553255,0.936277836350436
ENSG00000215018,421259,0.712899955830762
ENSG00000213798,164,0.000277538504236693
ENSG00000109738,515485,0.872359364978364
ENSG00000185730,530162,0.897197368799595
ENSG00000136574,485411,0.821464895609984
ENSG00000109929,555048,0.939312144509561
ENSG00000138279,563052,0.952857377362673
ENSG00000236372,179435,0.303659277486043
ENSG00000119614,232467,0.393405752831654
ENSG00000272716,669,0.00113215402033139
ENSG00000096060,572235,0.968397841291976
ENSG00000234423,19000,0.0321538511005925
ENSG00000174238,554374,0.938171528949466
ENSG00000168137,433176,0.733067189702645
ENSG00000183484,535333,0.905948293222814
ENSG00000127955,559777,0.947315068817703
ENSG00000136918,409850,0.693592414398833
ENSG00000166971,555821,0.940620298556969
ENSG00000126803,548874,0.928863835209821
ENSG00000279748,9853,0.0166743102575862
ENSG00000197958,549800,0.930430912373987
ENSG00000172775,562738,0.952325992665537
ENSG00000125084,479746,0.811877971058149
ENSG00000128298,446997,0.756456577916397
ENSG00000258425,19000,0.0321538511005925
ENSG00000128482,439872,0.744398883753674
ENSG00000204220,537194,0.90909767832272
ENSG00000122482,493334,0.834873051518931
ENSG00000259423,19000,0.0321538511005925
ENSG00000278041,9853,0.0166743102575862
ENSG00000146576,440591,0.745615653171639
ENSG00000254466,212225,0.359150055253855
ENSG00000112245,575764,0.974369996056922
ENSG00000117682,557311,0.943141837406437
ENSG00000133243,507041,0.858069516626079
ENSG00000224086,198599,0.336090667090872
ENSG00000225295,164,0.000277538504236693
ENSG00000254521,238733,0.404009754463039
ENSG00000253907,164,0.000277538504236693
ENSG00000211784,302168,0.511361309440201
ENSG00000162595,504473,0.853723669803642
ENSG00000128683,517326,0.875474903919216
ENSG00000167601,569867,0.96439045606007
ENSG00000115286,579209,0.980199996953846
ENSG00000267733,187749,0.317729125804481
ENSG00000277527,19000,0.0321538511005925
ENSG00000022277,379055,0.641477790996583
ENSG00000125864,509933,0.86296367122518
ENSG00000183527,551457,0.933235066651549
ENSG00000101187,517876,0.876405673293181
ENSG00000129195,440591,0.745615653171639
ENSG00000202026,65060,0.110101555400239
ENSG00000114742,548575,0.928357835131975
ENSG00000137880,534529,0.904587677628873
ENSG00000249125,19000,0.0321538511005925
ENSG00000245330,19000,0.0321538511005925
ENSG00000120254,478065,0.809033201389723
ENSG00000224597,188767,0.319451895300292
ENSG00000205208,377519,0.638878405981293
ENSG00000213937,500085,0.846297822507357
ENSG00000167325,559362,0.946612761017348
ENSG00000120217,453971,0.768258733578267
ENSG00000126464,436063,0.737952882761982
ENSG00000238282,19000,0.0321538511005925
ENSG00000256870,426698,0.722104418785295
ENSG00000170891,493052,0.83439582067628
ENSG00000249051,164,0.000277538504236693
ENSG00000275066,565659,0.957269224195265
ENSG00000225279,19000,0.0321538511005925
ENSG00000159882,544928,0.922185988028614
ENSG00000154040,542661,0.918349525899927
ENSG00000258730,299369,0.506624539480698
ENSG00000225791,187748,0.317727433496528
ENSG00000074855,456631,0.77276027273235
ENSG00000101558,586602,0.992711229647881
ENSG00000166159,391962,0.663320409741601
ENSG00000164919,575603,0.974097534476544
ENSG00000081721,548091,0.927538758082886
ENSG00000197445,65060,0.110101555400239
ENSG00000182325,521594,0.882697674261181
ENSG00000105576,564976,0.956113377863597
ENSG00000122126,535190,0.905706293185584
ENSG00000224529,164,0.000277538504236693
ENSG00000079332,575855,0.974523996080615
ENSG00000143643,526717,0.891367367902672
ENSG00000166321,527437,0.892585829628589
ENSG00000164761,532207,0.900658138562791
ENSG00000102048,527582,0.892831214281725
ENSG00000132840,535735,0.906628601019785
ENSG00000232175,164,0.000277538504236693
ENSG00000062650,560015,0.947717838110437
ENSG00000149929,547273,0.926154450177608
ENSG00000131044,460105,0.7786393505599
ENSG00000178342,492818,0.833999820615357
ENSG00000196132,499296,0.844962591532706
ENSG00000180190,457640,0.774467811456586
ENSG00000013810,537295,0.909268601425939
ENSG00000237670,19000,0.0321538511005925
ENSG00000136695,463973,0.7851851977208
ENSG00000119801,565331,0.956714147186792
ENSG00000181085,427205,0.722962418917295
ENSG00000261848,19000,0.0321538511005925
ENSG00000204889,390813,0.661375947903992
ENSG00000106633,503233,0.85162520794234
ENSG00000108389,550225,0.931150143253868
ENSG00000170365,545390,0.922967834302744
ENSG00000143622,571908,0.967844456591455
ENSG00000054392,515766,0.872834903513062
ENSG00000261446,170288,0.288179736643036
ENSG00000228366,9853,0.0166743102575862
ENSG00000133317,427314,0.723146880484135
ENSG00000253355,19000,0.0321538511005925
ENSG00000207492,65060,0.110101555400239
ENSG00000187742,567693,0.960711378570981
ENSG00000170323,488728,0.827078281088966
ENSG00000212569,19000,0.0321538511005925
ENSG00000197362,477696,0.808408739755191
ENSG00000070444,558267,0.944759683809182
ENSG00000179913,492999,0.834306128354789
ENSG00000249378,19193,0.0324804665354564
ENSG00000231764,188767,0.319451895300292
ENSG00000254173,19000,0.0321538511005925
ENSG00000159648,464767,0.786528890235214
ENSG00000182685,462323,0.782392889598906
ENSG00000170629,311389,0.526966081071705
ENSG00000176142,548844,0.928813065971241
ENSG00000233676,164,0.000277538504236693
ENSG00000255346,533987,0.90367044671853
ENSG00000138646,527240,0.892252444961915
ENSG00000173926,547569,0.926655373331596
ENSG00000279082,19000,0.0321538511005925
ENSG00000188042,551630,0.933527835927359
ENSG00000161267,563733,0.954009839078437
ENSG00000214814,202878,0.343332052820316
ENSG00000070601,539916,0.913704140569868
ENSG00000271705,164,0.000277538504236693
ENSG00000133392,564688,0.95562599317323
ENSG00000197272,404606,0.684717951495069
ENSG00000174839,381605,0.645793176275873
ENSG00000077420,518769,0.877916904294908
ENSG00000172794,467890,0.79181396797138
ENSG00000133065,467499,0.791152275561888
ENSG00000111057,306428,0.518570541318545
ENSG00000229111,19000,0.0321538511005925
ENSG00000158717,464512,0.786097351707285
ENSG00000170921,504146,0.853170285103121
ENSG00000135093,476653,0.806643662560564
ENSG00000264242,164,0.000277538504236693
ENSG00000212379,65060,0.110101555400239
ENSG00000254348,19000,0.0321538511005925
ENSG00000235703,187555,0.317400818061664
ENSG00000106344,573342,0.970271226195573
ENSG00000203880,554727,0.938768913656756
ENSG00000148734,556408,0.941613683325182
ENSG00000228889,180141,0.304854046900623
ENSG00000178919,489078,0.827670588872398
ENSG00000149923,521193,0.882019058772163
ENSG00000180035,466003,0.788620582864705
ENSG00000252634,19000,0.0321538511005925
ENSG00000156030,501382,0.848492745921961
ENSG00000143183,569181,0.963229532804543
ENSG00000275286,677,0.00114569248395269
ENSG00000272800,9853,0.0166743102575862
ENSG00000253115,19194,0.0324821588434091
ENSG00000148154,562927,0.952645838868591
ENSG00000108528,552825,0.935550143930791
ENSG00000160392,379560,0.642332406512678
ENSG00000227619,179435,0.303659277486043
ENSG00000048028,488280,0.826320127126173
ENSG00000129534,560596,0.948701069030934
ENSG00000077279,543947,0.920525833927051
ENSG00000108961,548666,0.928511835155667
ENSG00000104907,541701,0.916724910265371
ENSG00000138050,545097,0.922471988072614
ENSG00000211812,187555,0.317400818061664
ENSG00000224333,164,0.000277538504236693
ENSG00000171121,305095,0.516314694817645
ENSG00000114744,492660,0.833732435958836
ENSG00000131023,559375,0.946634761020733
ENSG00000160131,496652,0.840488129305866
ENSG00000220871,164,0.000277538504236693
ENSG00000127554,534747,0.904956600762554
ENSG00000171790,439275,0.743388575905935
ENSG00000198758,471841,0.79850027669235
ENSG00000141084,530304,0.897437676528873
ENSG00000183723,469072,0.793814275971427
ENSG00000177731,553053,0.935935990143999
ENSG00000186496,473925,0.802027046465699
ENSG00000136546,544447,0.921371987903383
ENSG00000227963,19000,0.0321538511005925
ENSG00000206960,65060,0.110101555400239
ENSG00000232164,19000,0.0321538511005925
ENSG00000165568,441531,0.747206422647142
ENSG00000259343,188068,0.31826897204138
ENSG00000100867,544588,0.921610603324708
ENSG00000159784,517863,0.876383673289796
ENSG00000264236,164,0.000277538504236693
ENSG00000242247,556785,0.942251683423336
ENSG00000138834,544956,0.922233372651288
ENSG00000269994,243640,0.412313909586755
ENSG00000248290,19000,0.0321538511005925
ENSG00000128309,569173,0.963215994340922
ENSG00000167037,469111,0.793880275981581
ENSG00000260219,168912,0.285851120900172
ENSG00000129968,290215,0.491133152482023
ENSG00000107175,550499,0.931613835632898
ENSG00000280239,164,0.000277538504236693
ENSG00000270257,164,0.000277538504236693
ENSG00000271578,164,0.000277538504236693
ENSG00000270124,19000,0.0321538511005925
ENSG00000200064,9853,0.0166743102575862
ENSG00000241231,19000,0.0321538511005925
ENSG00000229849,164,0.000277538504236693
ENSG00000105409,533281,0.90247567730395
ENSG00000167363,545607,0.923335065128472
ENSG00000253397,19000,0.0321538511005925
ENSG00000273721,164,0.000277538504236693
ENSG00000272568,179948,0.304527431465759
ENSG00000133624,523053,0.885166751564116
ENSG00000267443,164,0.000277538504236693
ENSG00000255100,179628,0.303985892920907
ENSG00000224932,19000,0.0321538511005925
ENSG00000258785,179435,0.303659277486043
ENSG00000143384,564063,0.954568300702816
ENSG00000102743,460383,0.77910981217074
ENSG00000149571,477267,0.807682739643498
ENSG00000227306,187748,0.317727433496528
ENSG00000180673,66250,0.112115401863908
ENSG00000277880,164,0.000277538504236693
ENSG00000228274,179435,0.303659277486043
ENSG00000104888,537012,0.908789678275335
ENSG00000237339,19194,0.0324821588434091
ENSG00000131037,517184,0.875234596189938
ENSG00000143514,550308,0.931290604813939
ENSG00000198818,492269,0.833070743549345
ENSG00000224863,179435,0.303659277486043
ENSG00000184990,564449,0.955221531572543
ENSG00000164088,458661,0.776195657876255
ENSG00000278238,179056,0.303017892771983
ENSG00000270776,164,0.000277538504236693
ENSG00000070731,276501,0.467924841219206
ENSG00000111678,379568,0.642345944976299
ENSG00000115289,545830,0.923712449801915
ENSG00000256056,19000,0.0321538511005925
ENSG00000070190,530810,0.898293984352921
ENSG00000159182,402302,0.680818873972134
ENSG00000100852,573217,0.97005968770149
ENSG00000115461,530197,0.897256599577938
ENSG00000239428,164,0.000277538504236693
ENSG00000172346,514082,0.869985056920778
ENSG00000152061,570367,0.965236610036402
ENSG00000254815,226000,0.382461597301784
ENSG00000174456,378032,0.639746559961009
ENSG00000188175,422932,0.715731187035567
ENSG00000262097,19000,0.0321538511005925
ENSG00000220132,164,0.000277538504236693
ENSG00000071282,546475,0.924803988431383
ENSG00000180185,487020,0.824187819105818
ENSG00000227262,164,0.000277538504236693
ENSG00000251395,164,0.000277538504236693
ENSG00000090061,559334,0.946565376394673
ENSG00000177191,446912,0.75631273174042
ENSG00000154589,513344,0.868736133651713
ENSG00000228590,19000,0.0321538511005925
ENSG00000254607,19505,0.0330084666166872
ENSG00000214491,124246,0.210262493886538
ENSG00000224114,164,0.000277538504236693
ENSG00000089280,570256,0.965048763853656
ENSG00000158483,294735,0.498782384428059
ENSG00000164049,458463,0.775860580901628
ENSG00000101194,523158,0.885344443899145
ENSG00000177853,559452,0.946765068733088
ENSG00000247596,296209,0.501276846350284
ENSG00000110455,455495,0.770837810898125
ENSG00000168701,546857,0.9254504500693
ENSG00000106771,496448,0.840142898483523
ENSG00000108306,502432,0.850269669272257
ENSG00000185155,485148,0.821019818618434
ENSG00000118526,509108,0.861567517164233
ENSG00000233170,55913,0.094622014557233
ENSG00000115232,528354,0.894137676021181
ENSG00000119636,522775,0.884696289953275
ENSG00000158161,572826,0.969397995291999
ENSG00000247809,187942,0.318055741239345
ENSG00000231616,19000,0.0321538511005925
ENSG00000232978,19000,0.0321538511005925
ENSG00000270379,409502,0.693003491231306
ENSG00000205189,549195,0.929407066062626
ENSG00000136527,582548,0.985850613207787
ENSG00000175773,216348,0.366127440942683
ENSG00000255700,164,0.000277538504236693
ENSG00000173258,489072,0.827660435024682
ENSG00000136371,298985,0.505974693226876
ENSG00000110011,548356,0.927987219690341
ENSG00000255182,65060,0.110101555400239
ENSG00000120664,234120,0.396203137877406
ENSG00000250240,19000,0.0321538511005925
ENSG00000126785,472413,0.799468276841273
ENSG00000211800,187555,0.317400818061664
ENSG00000256378,164,0.000277538504236693
ENSG00000231894,164,0.000277538504236693
ENSG00000128694,541432,0.916269679426104
ENSG00000141429,555965,0.940863990902152
ENSG00000118655,533092,0.902155831100897
ENSG00000168779,514596,0.870854903208447
ENSG00000250356,164,0.000277538504236693
ENSG00000126259,432588,0.732072112626479
ENSG00000232855,19000,0.0321538511005925
ENSG00000131323,543249,0.919344602976093
ENSG00000258902,19000,0.0321538511005925
ENSG00000124835,233615,0.395348522361311
ENSG00000186235,234313,0.39652975331227
ENSG00000243660,334257,0.565665779333197
ENSG00000167562,549499,0.929921527680235
ENSG00000267546,164,0.000277538504236693
ENSG00000167118,550620,0.93181860489517
ENSG00000249320,164,0.000277538504236693
ENSG00000113328,559770,0.947303222662034
ENSG00000141013,530173,0.897215984187074
ENSG00000100558,506557,0.857250439576991
ENSG00000102871,528691,0.894707983801228
ENSG00000197692,164,0.000277538504236693
ENSG00000153767,549093,0.929234450651454
ENSG00000163026,526487,0.89097813707356
ENSG00000238516,65060,0.110101555400239
ENSG00000133135,494447,0.836756590270245
ENSG00000124171,576226,0.975151842331053
ENSG00000260989,187748,0.317727433496528
ENSG00000224637,10046,0.0170009256924501
ENSG00000171603,555081,0.939367990671999
ENSG00000268810,164,0.000277538504236693
ENSG00000279489,170288,0.288179736643036
ENSG00000250614,9853,0.0166743102575862
ENSG00000176473,524129,0.886987674921181
ENSG00000270427,164,0.000277538504236693
ENSG00000234586,164,0.000277538504236693
ENSG00000170848,399008,0.675244411576063
ENSG00000100307,534066,0.903804139046791
ENSG00000282024,164,0.000277538504236693
ENSG00000016082,485694,0.821943818760588
ENSG00000260032,197387,0.334039589852245
ENSG00000205913,179435,0.303659277486043
ENSG00000235530,19194,0.0324821588434091
ENSG00000074621,546371,0.924627988404306
ENSG00000113240,560224,0.948071530472543
ENSG00000109534,535447,0.906141216329418
ENSG00000232485,19505,0.0330084666166872
ENSG00000088727,476846,0.806970277995427
ENSG00000150667,444552,0.752318884972136
ENSG00000158828,549644,0.930166912333371
ENSG00000171634,575397,0.973748919038295
ENSG00000265644,358,0.000605846247053269
ENSG00000151693,536550,0.908007832001205
ENSG00000085415,570864,0.966077687088875
ENSG00000225751,187749,0.317729125804481
ENSG00000134318,560212,0.948051222777111
ENSG00000198951,539797,0.913502755923501
ENSG00000172817,500639,0.847235361113132
ENSG00000156170,490614,0.830269973887688
ENSG00000211655,19000,0.0321538511005925
ENSG00000104368,537427,0.90949198607569
ENSG00000223774,19000,0.0321538511005925
ENSG00000152117,65060,0.110101555400239
ENSG00000119138,533418,0.902707523493465
ENSG00000109101,471981,0.798737199805723
ENSG00000081248,476459,0.806315354817747
ENSG00000100865,568401,0.961909532601466
ENSG00000100068,516416,0.873934903682293
ENSG00000177238,494043,0.836072897857369
ENSG00000145860,481678,0.815147510022694
ENSG00000133106,455874,0.771479195612184
ENSG00000196542,433923,0.734331343743284
ENSG00000197826,379762,0.642674252719116
ENSG00000164077,464073,0.785354428516066
ENSG00000196507,466160,0.788886275213273
ENSG00000103241,494842,0.837425051911546
ENSG00000090376,536670,0.908210908955524
ENSG00000233741,164,0.000277538504236693
ENSG00000201881,65060,0.110101555400239
ENSG00000182632,303740,0.514021617541787
ENSG00000111412,448896,0.759670270718503
ENSG00000234149,19000,0.0321538511005925
ENSG00000173597,564230,0.95485091613091
ENSG00000186205,550639,0.931850758746271
ENSG00000173269,534765,0.904987062305702
ENSG00000105641,543706,0.92011798771046
ENSG00000265204,164,0.000277538504236693
ENSG00000179935,304470,0.515257002347231
ENSG00000254705,19505,0.0330084666166872
ENSG00000159792,532663,0.901429830989205
ENSG00000267409,164,0.000277538504236693
ENSG00000248485,297142,0.502855769670118
ENSG00000184319,65060,0.110101555400239
ENSG00000120498,448703,0.759343655283639
ENSG00000225325,19000,0.0321538511005925
ENSG00000219681,164,0.000277538504236693
ENSG00000234055,19000,0.0321538511005925
ENSG00000064115,566061,0.957949531992236
ENSG00000145354,484483,0.819894433829913
ENSG00000115592,415641,0.703392569752703
ENSG00000123992,555523,0.940115990787076
ENSG00000160469,445307,0.753596577476397
ENSG00000272129,168913,0.285852813208125
ENSG00000255921,19000,0.0321538511005925
ENSG00000257813,164,0.000277538504236693
ENSG00000152784,509985,0.863051671238719
ENSG00000224066,19000,0.0321538511005925
ENSG00000114487,465638,0.788002890461983
ENSG00000176601,415479,0.703118415864372
ENSG00000172992,560475,0.948496299768661
ENSG00000233664,164,0.000277538504236693
ENSG00000205777,509839,0.86280459427763
ENSG00000158864,566357,0.958450455146224
ENSG00000229641,164,0.000277538504236693
ENSG00000159527,383858,0.649605946093223
ENSG00000111348,540854,0.915291525429465
ENSG00000070087,320204,0.541883775674427
ENSG00000111305,540907,0.915381217750957
ENSG00000222267,65060,0.110101555400239
ENSG00000256913,9853,0.0166743102575862
