Gene	SRR6466455	SRR6466456	SRR6466457	SRR6466458
ENSDARG00000101660	49.351434937290755	37.281262750053116	51.99013691676062	47.245597970860274
ENSDARG00000101661	51.52087325714157	28.942605390315183	32.2169063759523	32.07334663394924
ENSDARG00000101662	1.030800560360127	2.0153015080516234	0.9819462593050896	1.9625579073405102
ENSDARG00000101663	21.596374928247858	2.1624460221749433	9.30776452610288	1.3329062712432285
ENSDARG00000101665	0	0	18.297271548668707	2.6453347507386114
ENSDARG00000101667	0	0	32.07303588956167	55.17150996597747
ENSDARG00000101669	448.79274810468826	383.00305755192295	324.4588281708423	377.91565408072654
ENSDARG00000101670	500.0012990057921	530.4912321421241	267.700821418356	489.86427011169127
ENSDARG00000101671	371.2009422608621	218.77348869371176	35.637790369497644	29.44026989724667
ENSDARG00000101672	0	0	1.0027175089849754	0.985719509992362
ENSDARG00000101675	134.70149227866196	101.06817280723926	37.599626611423744	34.29595806331391
ENSDARG00000101676	122.96049824437343	93.77436283392656	90.68497808191022	105.87627431219968
ENSDARG00000101677	4.908373358417525	6.01531884404715	9.07901218039356	3.0229655640439232
ENSDARG00000101678	7.069820568528169	2.886504124403292	7.812991963632225	7.947180192188794
ENSDARG00000101679	0.9125249628368008	5.450248710109119	20.713873448867673	5.573528409574847
ENSDARG00000101680	365.2163185825822	243.3452989969056	263.16777597383395	310.0848373817357
ENSDARG00000101681	0	0	0	0
ENSDARG00000101683	0	0	0	0
ENSDARG00000101684	22.73191531940616	13.087250289134174	3.0008753411931552	1.017564123807211
ENSDARG00000101685	0	0	0	0
ENSDARG00000101686	0	0	0	0
ENSDARG00000101687	257.1728266698982	163.91039237873198	193.63310117748824	241.98054800700422
ENSDARG00000101688	2.9214003309764296	11.660495501400607	52.795400374796706	42.844135087564105
ENSDARG00000101689	256.30164550815465	163.68900386292646	52.83188734005649	71.00668556040651
ENSDARG00000101690	65.34395847236486	23.13138809380829	47.738304490324175	70.46744107657682
ENSDARG00000101691	1.0057980443962886	0	0	0
ENSDARG00000101692	0	1.0066991670375283	1.6664885458037395	0
ENSDARG00000101693	30.84348039673386	14.591838608856746	24.45976626755189	29.08307373322419
ENSDARG00000101694	12.50046826088132	9.378184405176851	10.07796124346939	16.197554340768843
ENSDARG00000101695	2235.9068060814784	941.8509490095067	1129.7826452674587	1158.662407494537
ENSDARG00000101696	136.23155757885155	99.91977335940149	103.46191384055126	138.9572997120323
ENSDARG00000101697	15.000727559189418	35.96570587199683	53.01066713122724	35.02450050262146
ENSDARG00000101700	2.9999109750493216	1.99997870128686	0	4.027211130149044
ENSDARG00000101701	101.3271669339262	81.21281605778317	127.51328533299142	153.00495840648333
ENSDARG00000101702	29.087849630224326	23.066036865314185	45.86344662890526	53.30608305883566
ENSDARG00000101703	0	0.9807193410918608	2.9878218568273245	4.07314913076596
ENSDARG00000101704	0	0	29.14555820510538	33.43851020709289
ENSDARG00000101705	143.90845597008885	206.3082456428495	61.17016593685884	63.69353737574479
ENSDARG00000101706	22.504757690722123	24.039805195867032	25.214305614561002	22.268878712784517
ENSDARG00000101707	261.58234093391513	202.8606058989236	119.62329695051902	248.87355394719103
ENSDARG00000101709	0	0	0	0
ENSDARG00000101710	497.34465163498106	543.2484879175736	618.8872709465979	676.7987291439534
ENSDARG00000101711	9.23072710930205	17.51021862502418	8.682164220968184	11.328277618745341
ENSDARG00000101713	5.930366755453033	11.434012872369347	138.96114631010187	142.424826929037
ENSDARG00000101715	63.93254605663186	36.179321001922226	28.079397034362795	45.435652429937704
ENSDARG00000101716	13.956447577449477	22.424105846385345	68.94032961611036	105.86707576761076
ENSDARG00000101717	25.270688212266474	20.029135781812176	11.045153512584353	14.78814960008436
ENSDARG00000101719	359.59373776040036	274.70426681321703	126.70180821126343	137.4307844992222
ENSDARG00000101720	1.0033191548503801	1.008358536425481	0	0
ENSDARG00000101721	6.810051434982202	6.0018827307718805	9.965396934262706	5.161726254577893
ENSDARG00000101722	647.1765424995829	501.10776377915835	409.2426762322014	441.9523494855518
ENSDARG00000101725	156.520402342479	87.50669531419076	131.99683928447948	126.01186639016477
ENSDARG00000101726	12894.072740017878	7739.250056204453	1334.245558330148	2041.2568179640257
ENSDARG00000101728	53.743822102559754	28.861345041029633	3.727343240346104	9.541881002095563
ENSDARG00000101729	40.738901397910944	3.6759162772269027	24.187243195743854	42.66336974660816
ENSDARG00000101730	0	0	0	0
ENSDARG00000101733	204.7955604686562	176.68394071034874	264.7462893792134	385.30790085859877
ENSDARG00000101735	67.23728644115582	43.80830770656051	192.9660933874562	221.83733797865642
ENSDARG00000101736	2.474330254075814	0	3.8082507166469903	0.9782510540186894
ENSDARG00000101738	2.037979114237529	0	0	0.9822423601190418
ENSDARG00000101742	17.46180063650907	5.906154813461176	6.78588605922576	3.9560021713791995
ENSDARG00000101743	0	0	3.967358192103993	14.273948911524927
ENSDARG00000101744	256.7924936973533	200.9664197981475	316.49282679188076	464.9296220523933
ENSDARG00000101746	0	0	0	0.9950410267505594
ENSDARG00000101748	0	2.0039695221674516	1.6840337007149067	1.1306392953188926
ENSDARG00000101749	1176.4386563307248	925.9481080860635	341.3112090288276	383.05635431865056
ENSDARG00000101750	162.4009640806754	148.3832947821009	134.58955191626194	191.36418182468498
ENSDARG00000101751	48.19817356064894	29.475912201210612	31.60363515965052	43.23660623267267
