Gene	average_expression	Freq	Gene_category	Proportion_zero
ENSDARG00000016464	-0.10565096298574056	173	other	0.015026491791887432
ENSDARG00000016470	0.531904033372812	665	other	0.0577607921480066
ENSDARG00000016474	0.1955272259444109	3194	high zero count	0.277425518978546
ENSDARG00000016477	1.1409839390836303	309	other	0.02683922522366021
ENSDARG00000016481	0.14869637508722103	1081	high zero count	0.09389385911578216
ENSDARG00000016483	-0.14626585482106266	926	other	0.08043081733692348
ENSDARG00000016484	1.38632178222321	15	other	0.0013028750108572918
ENSDARG00000016490	-0.002673382343815286	665	other	0.0577607921480066
ENSDARG00000016494	0.0580789905049337	997	other	0.08659775905498132
ENSDARG00000016496	0.582931283024032	39	other	0.0033874750282289587
ENSDARG00000016505	0.6911525596708875	649	other	0.05637105880309216
ENSDARG00000016513	0.8702835204648484	61	other	0.0052983583774863195
ENSDARG00000016514	0.18845304891992956	1206	high zero count	0.10475115087292626
ENSDARG00000016516	2.2373208947490624	16	other	0.0013897333449144446
ENSDARG00000016519	0.2938588778180948	124	other	0.010770433423086945
ENSDARG00000016526	0.5672870916906457	218	other	0.018935116824459308
ENSDARG00000016528	-0.22180345097501647	1732	high zero count	0.1504386345869886
ENSDARG00000016532	0.8408889101110673	35	other	0.0030400416920003475
ENSDARG00000016545	0.3464412613378325	705	other	0.06123512551029271
ENSDARG00000016548	0.9707455581039283	3	other	2.6057500217145836e-4
ENSDARG00000016551	0.4878320508165703	131	other	0.011378441761487015
ENSDARG00000016570	0.24192305107098028	349	other	0.03031355858594632
ENSDARG00000016573	0.5069181003074814	462	other	0.040128550334404586
ENSDARG00000016584	0.34974473007797563	285	other	0.024754625206288544
ENSDARG00000016594	0.14471571040420395	194	other	0.01685051680708764
ENSDARG00000016598	1.0176490986796485	219	other	0.01902197515851646
ENSDARG00000016607	0.041177004013099455	2008	high zero count	0.1744115347867628
ENSDARG00000016611	0.15866431280038465	151	other	0.01311560844263007
ENSDARG00000016623	1.0003877146541569	1116	high zero count	0.09693390080778251
ENSDARG00000016630	0.6286583420802259	12	other	0.0010423000086858334
ENSDARG00000016649	0.4106040549405021	25	other	0.0021714583514288194
ENSDARG00000016651	1.1150220547757692	48	other	0.004169200034743334
ENSDARG00000016664	0.5852925570200576	19	other	0.0016503083470859028
ENSDARG00000016676	0.9985459998962655	151	other	0.01311560844263007
ENSDARG00000016687	1.1771324857178493	8	other	6.948666724572223e-4
ENSDARG00000016691	1.5911138771122095	59	other	0.005124641709372014
ENSDARG00000016695	0.6194442363827508	534	other	0.04638235038651959
ENSDARG00000016699	0.050293214856392904	837	other	0.07270042560583688
ENSDARG00000016706	0.823114917313712	49	other	0.004256058368800487
ENSDARG00000016710	0.46656550930782587	267	other	0.023191175193259795
ENSDARG00000016721	1.8942341974399783	8	other	6.948666724572223e-4
ENSDARG00000016724	0.6469353249578572	18	other	0.00156345001302875
ENSDARG00000016725	0.8973053209380201	549	other	0.04768522539737688
ENSDARG00000016733	0.9024659384938947	135	other	0.011725875097715626
ENSDARG00000016739	0.26767276354916425	792	other	0.068791800573265
ENSDARG00000016743	0.4465338117324875	411	other	0.03569877529748979
ENSDARG00000016745	0.5794894089873512	286	other	0.024841483540345696
ENSDARG00000016749	-0.1778636544953506	2075	high zero count	0.18023104316859204
ENSDARG00000016753	0.4456357955693038	38	other	0.0033006166941718057
ENSDARG00000016754	1.5590299447928606	66	other	0.005732650047772084
ENSDARG00000016763	0.29558690392001613	73	other	0.006340658386172153
ENSDARG00000016765	0.6094963530012917	1452	high zero count	0.12611830105098584
ENSDARG00000016769	0.22057003250348858	2439	high zero count	0.21184747676539564
ENSDARG00000016771	1.6603375407737972	12	other	0.0010423000086858334
ENSDARG00000016773	0.23175427893910933	841	other	0.07304785894206549
ENSDARG00000016774	0.09839188083679226	130	other	0.011291583427429861
ENSDARG00000016775	0.09028125505748516	58	other	0.005037783375314861
ENSDARG00000016783	1.618718553243065	26	other	0.0022583166854859725
ENSDARG00000016788	-0.15204716823287837	393	other	0.034135325284461046
ENSDARG00000016789	-0.20238932832840587	1010	other	0.08772691739772431
ENSDARG00000016793	1.5322385215665426	634	other	0.05506818379223487
ENSDARG00000016794	0.5870108377236877	219	other	0.01902197515851646
ENSDARG00000016809	0.5419877541483722	130	other	0.011291583427429861
ENSDARG00000016811	0.3614401904640434	85	other	0.007382958394857987
ENSDARG00000016830	1.0127662375616744	10	other	8.685833405715278e-4
ENSDARG00000016835	0.6539773789379977	1684	high zero count	0.14626943455224528
ENSDARG00000016837	0.1696743676695435	1419	high zero count	0.1232519760270998
ENSDARG00000016855	0.7702895759058641	275	other	0.023886041865717016
ENSDARG00000016856	0.22735585480786955	3721	high zero count	0.32319986102666554
ENSDARG00000016858	0.3591161620411475	131	other	0.011378441761487015
ENSDARG00000016864	1.0286101069918605	23	other	0.001997741683314514
ENSDARG00000016866	0.05058641396630967	1768	high zero count	0.15356553461304612
ENSDARG00000016867	0.9018697855782788	511	other	0.04438460870320507
ENSDARG00000016871	1.83063621479671	14	other	0.001216016676800139
ENSDARG00000016875	0.710913478818039	74	other	0.006427516720229306
ENSDARG00000016889	2.174737749355935	9	other	7.81725006514375e-4
ENSDARG00000016903	1.279711689738294	14	other	0.001216016676800139
ENSDARG00000016904	1.557492577148093	70	other	0.006080083384000695
ENSDARG00000016908	0.1189028364312242	124	other	0.010770433423086945
ENSDARG00000016934	-0.051168555346585674	1904	high zero count	0.1653782680448189
ENSDARG00000016936	-0.21696790547935096	1109	high zero count	0.09632589246938243
ENSDARG00000016939	0.696164974771503	1851	high zero count	0.16077477633978982
ENSDARG00000016964	0.3845058388645273	771	other	0.0669677755580648
ENSDARG00000016968	1.0064455665268088	6	other	5.211500043429167e-4
ENSDARG00000016977	0.5511678502580465	113	other	0.009814991748458264
ENSDARG00000016979	-0.005431747893725699	217	other	0.018848258490402153
ENSDARG00000016994	-0.23410504181789268	552	other	0.047945800399548336
ENSDARG00000016999	-0.015198480781007781	36	other	0.0031269000260575
ENSDARG00000017004	-0.16956782644243396	274	other	0.023799183531659863
ENSDARG00000017010	0.2471663256701831	667	other	0.05793450881612091
ENSDARG00000017014	1.757884967557525	17	other	0.0014765916789715972
ENSDARG00000017034	0.3987465021126381	1799	high zero count	0.15625814296881785
ENSDARG00000017036	-0.026623758077577303	1033	other	0.08972465908103883
ENSDARG00000017037	0.5275351158780268	366	other	0.03179015026491792
ENSDARG00000017038	-0.0783758854280768	732	other	0.06358030052983583
ENSDARG00000017047	0.556749288208386	1766	high zero count	0.1533918179449318
ENSDARG00000017049	0.8842939448159653	46	other	0.003995483366629028
ENSDARG00000017058	0.7009604884094444	134	other	0.011639016763658474
ENSDARG00000017067	0.7516268096854563	78	other	0.006774950056457917
ENSDARG00000017078	-0.053149409891405874	637	other	0.055328758794406324
ENSDARG00000017084	1.8560537722241706	23	other	0.001997741683314514
ENSDARG00000017086	0.7436899657059298	380	other	0.03300616694171806
ENSDARG00000017093	0.8186938663780248	534	other	0.04638235038651959
ENSDARG00000017105	0.5323062028360057	34	other	0.0029531833579431945
ENSDARG00000017107	0.1303266485577015	1575	high zero count	0.13680187614001563
ENSDARG00000017108	0.22219650655808215	1513	high zero count	0.13141665942847217
ENSDARG00000017115	0.7626718120202192	10	other	8.685833405715278e-4
ENSDARG00000017119	0.6788658704038169	1233	high zero count	0.10709632589246938
ENSDARG00000017121	0.3459986851178845	356	other	0.030921566924346392
ENSDARG00000017126	0.6595854750167238	549	other	0.04768522539737688
ENSDARG00000017127	-0.027641052309829266	273	other	0.02371232519760271
ENSDARG00000017128	0.11642445875280216	1988	high zero count	0.17267436810561973
ENSDARG00000017140	1.275549981147549	149	other	0.012941891774515765
ENSDARG00000017143	0.13573329469309123	21	other	0.0018240250152002084
ENSDARG00000017165	0.3763237457909726	343	other	0.029792408581603404
ENSDARG00000017168	0.054225069013391636	469	other	0.04073655867280466
ENSDARG00000017180	1.2366102005553063	128	other	0.011117866759315557
ENSDARG00000017188	0.05099471961325517	370	other	0.03213758360114653
ENSDARG00000017195	0.2039534157321904	1525	high zero count	0.132458959437158
ENSDARG00000017199	0.10160350651410026	1262	high zero count	0.10961521758012681
ENSDARG00000017211	0.775742401644126	76	other	0.006601233388343611
ENSDARG00000017220	0.04289492400101073	134	other	0.011639016763658474
ENSDARG00000017229	-0.2244087477317072	1616	high zero count	0.1403630678363589
ENSDARG00000017230	0.9123983903626467	6	other	5.211500043429167e-4
ENSDARG00000017235	3.419597449127747	1	other	8.685833405715279e-5
ENSDARG00000017242	0.28926600219098264	1162	high zero count	0.10092938417441154
ENSDARG00000017244	0.2913778012505999	55	other	0.004777208373143403
ENSDARG00000017246	0.24054559610445886	1415	high zero count	0.12290454269087119
ENSDARG00000017255	0.3292559067942399	520	other	0.045166333709719446
ENSDARG00000017261	0.6416867759833752	565	other	0.04907495874229132
ENSDARG00000017272	0.10044229343675853	559	other	0.04855380873794841
ENSDARG00000017294	0.7598948029691384	456	other	0.039607400330061666
ENSDARG00000017299	0.7727091360474143	434	other	0.037696516980804305
ENSDARG00000017311	0.3658283586127242	410	other	0.03561191696343264
ENSDARG00000017312	0.6383578239887476	1463	high zero count	0.12707374272561453
ENSDARG00000017314	0.6322044739472454	1319	high zero count	0.11456614262138452
ENSDARG00000017315	0.1205602326968878	29	other	0.0025188916876574307
ENSDARG00000017320	1.332013707842382	139	other	0.012073308433944238
ENSDARG00000017321	-0.13055181259966567	1223	high zero count	0.10622774255189786
ENSDARG00000017337	0.43132784196314194	576	other	0.05003040041692
ENSDARG00000017338	1.1534717487146944	299	other	0.02597064188308868
ENSDARG00000017354	0.4541030273322548	490	other	0.04256058368800487
ENSDARG00000017365	-0.05949885271616544	246	other	0.021367150178059586
ENSDARG00000017366	-0.2423860767524426	1336	high zero count	0.11604273430035612
ENSDARG00000017369	0.2523530995184917	839	other	0.07287414227395118
ENSDARG00000017385	0.2318743627129451	562	other	0.048814383740119864
ENSDARG00000017388	0.5663971544308386	847	other	0.0735690089464084
ENSDARG00000017397	0.4581130337285478	9	other	7.81725006514375e-4
ENSDARG00000017400	0.8770749189744301	1326	high zero count	0.11517415095978459
ENSDARG00000017422	0.5986887635370431	108	other	0.0093807000781725
ENSDARG00000017423	0.9368289220430683	7	other	6.080083384000695e-4
ENSDARG00000017427	0.021135344570394312	85	other	0.007382958394857987
ENSDARG00000017431	-0.19664085895936068	880	other	0.07643533397029445
ENSDARG00000017439	0.8211446942072482	7	other	6.080083384000695e-4
ENSDARG00000017441	1.317134218240422	157	other	0.013636758446972987
ENSDARG00000017445	2.6399471401492733	3	other	2.6057500217145836e-4
ENSDARG00000017446	-0.15494847075557736	576	other	0.05003040041692
ENSDARG00000017454	0.9811069720208788	10	other	8.685833405715278e-4
ENSDARG00000017489	0.4462927708473512	1929	high zero count	0.1675497263962477
ENSDARG00000017500	0.973514790886031	76	other	0.006601233388343611
ENSDARG00000017522	-0.1584698952636396	184	other	0.01598193346651611
ENSDARG00000017525	0.4675014056783216	99	other	0.008598975071658126
ENSDARG00000017537	0.017878351738993492	1530	high zero count	0.13289325110744377
ENSDARG00000017542	0.1491353390073997	473	other	0.04108399200903327
ENSDARG00000017562	0.0015072597248712728	844	other	0.07330843394423694
ENSDARG00000017569	0.30233917049664527	1180	high zero count	0.10249283418744029
ENSDARG00000017571	1.33243450727191	16	other	0.0013897333449144446
ENSDARG00000017579	0.03593110489267438	3268	high zero count	0.2838530356987753
ENSDARG00000017590	0.08099883394724837	514	other	0.04464518370537653
ENSDARG00000017591	0.7041082636225023	31	other	0.0026926083557717363
ENSDARG00000017595	0.13810181752817077	114	other	0.009901850082515417
ENSDARG00000017602	0.8523830144346942	117	other	0.010162425084686877
ENSDARG00000017605	-0.07044908597257617	1606	high zero count	0.13949448449578736
ENSDARG00000017612	0.0068183429856161154	480	other	0.04169200034743334
ENSDARG00000017615	0.041050923213591925	438	other	0.03804395031703292
ENSDARG00000017617	0.2589326145168269	237	other	0.02058542517154521
ENSDARG00000017624	2.4992132246198007	86	other	0.00746981672891514
ENSDARG00000017634	0.32168446757297864	1634	high zero count	0.14192651784938765
ENSDARG00000017649	0.25010447686283716	1115	high zero count	0.09684704247372536
ENSDARG00000017658	1.1478411571721798	15	other	0.0013028750108572918
ENSDARG00000017659	0.9405070346127699	30	other	0.0026057500217145837
ENSDARG00000017661	0.0010529682071327771	554	other	0.04811951706766264
ENSDARG00000017673	0.6986486696659402	85	other	0.007382958394857987
ENSDARG00000017675	0.6763410260590651	114	other	0.009901850082515417
ENSDARG00000017676	0.8659293466608723	599	other	0.052028142100234515
ENSDARG00000017687	0.061066343262167394	311	other	0.027012941891774517
ENSDARG00000017696	0.42253035084094753	65	other	0.005645791713714931
ENSDARG00000017703	0.3426335489137407	136	other	0.011812733431772778
ENSDARG00000017708	0.5025081684284269	95	other	0.008251541735429515
ENSDARG00000017710	0.03674257910018451	509	other	0.044210892035090765
ENSDARG00000017728	1.138069218573378	360	other	0.031269000260575004
ENSDARG00000017739	-0.21494894149769092	1713	high zero count	0.1487883262399027
ENSDARG00000017740	1.2023069970932787	7	other	6.080083384000695e-4
ENSDARG00000017741	1.6127614764056177	12	other	0.0010423000086858334
ENSDARG00000017744	0.21167507636928676	96	other	0.008338400069486667
ENSDARG00000017748	0.4299901030710971	78	other	0.006774950056457917
ENSDARG00000017757	0.37817743507329504	2195	high zero count	0.19065404325545035
ENSDARG00000017762	0.9659646335281459	23	other	0.001997741683314514
ENSDARG00000017772	2.391702944941042	13	other	0.0011291583427429862
ENSDARG00000017773	-0.12550742154692007	1520	high zero count	0.13202466776687224
ENSDARG00000017775	2.3981079339973084	7	other	6.080083384000695e-4
ENSDARG00000017780	0.0511196106460286	244	other	0.021193433509945278
ENSDARG00000017781	0.6886536919337732	134	other	0.011639016763658474
ENSDARG00000017785	-0.02231629743897392	1347	high zero count	0.1169981759749848
ENSDARG00000017790	0.33324764602584983	599	other	0.052028142100234515
ENSDARG00000017794	0.792353326501204	1588	high zero count	0.13793103448275862
ENSDARG00000017798	0.3133430204792127	90	other	0.007817250065143751
ENSDARG00000017803	1.0229434542586426	85	other	0.007382958394857987
ENSDARG00000017809	0.3583138214230357	1164	high zero count	0.10110310084252584
ENSDARG00000017811	0.6375965770340539	881	other	0.0765221923043516
ENSDARG00000017821	0.3252616746808831	1592	high zero count	0.13827846781898723
ENSDARG00000017834	0.13317492019880192	224	other	0.019456266828802225
ENSDARG00000017835	0.14603325426115246	120	other	0.010423000086858335
ENSDARG00000017841	1.7104262261842458	2	other	1.7371666811430558e-4
ENSDARG00000017842	0.9475885718512341	238	other	0.02067228350560236
ENSDARG00000017843	0.9859636375139621	6	other	5.211500043429167e-4
ENSDARG00000017844	1.0903491170484865	30	other	0.0026057500217145837
ENSDARG00000017874	0.5440892420300705	116	other	0.010075566750629723
ENSDARG00000017880	0.12714900884028574	446	other	0.038738816989490145
ENSDARG00000017882	0.037527166987089036	459	other	0.03986797533223313
ENSDARG00000017886	0.7142176886387325	70	other	0.006080083384000695
ENSDARG00000017891	1.8604062794789344	4	other	3.4743333622861116e-4
ENSDARG00000017901	0.19161913036190253	55	other	0.004777208373143403
ENSDARG00000017905	0.6196491825333955	68	other	0.005906366715886389
ENSDARG00000017910	0.20993512532661732	837	other	0.07270042560583688
ENSDARG00000017928	0.026172821404551707	1868	high zero count	0.1622513680187614
ENSDARG00000017929	0.04764454492302751	15	other	0.0013028750108572918
ENSDARG00000017931	0.054778230079338186	1019	other	0.08850864240423868
ENSDARG00000017960	0.672648642151183	53	other	0.004603491705029098
ENSDARG00000017984	1.1823569562871188	501	other	0.04351602536263355
ENSDARG00000017985	0.47974055439694596	85	other	0.007382958394857987
ENSDARG00000017988	0.22619568280180505	387	other	0.033614175280118126
ENSDARG00000018002	0.8686935656449036	144	other	0.01250760010423
ENSDARG00000018004	0.03406915360482778	915	other	0.0794753756622948
ENSDARG00000018006	0.7402121578134065	72	other	0.006253800052115
ENSDARG00000018010	1.1523901321245018	339	other	0.029444975245374795
ENSDARG00000018022	0.6290616800518047	280	other	0.02432033353600278
ENSDARG00000018025	0.13673911274952705	396	other	0.0343959002866325
ENSDARG00000018040	-0.2656744755389037	522	other	0.04534005037783375
ENSDARG00000018047	0.21354307664573594	65	other	0.005645791713714931
ENSDARG00000018049	0.9639564040503433	15	other	0.0013028750108572918
ENSDARG00000018060	0.8182902723639028	22	other	0.0019108833492573613
ENSDARG00000018061	0.5334765083399152	181	other	0.015721358464344654
ENSDARG00000018066	0.49590834042392495	1433	high zero count	0.12446799270389994
ENSDARG00000018073	0.6455707222735532	483	other	0.041952575349604795
ENSDARG00000018105	0.7124102564861824	799	other	0.06939980891166507
ENSDARG00000018106	0.44423195502429275	79	other	0.0068618083905150696
ENSDARG00000018110	0.8562424759345824	18	other	0.00156345001302875
ENSDARG00000018111	0.1747268890153974	151	other	0.01311560844263007
ENSDARG00000018121	-2.884803243853783e-4	185	other	0.016068791800573266
ENSDARG00000018124	1.5542644053304586	17	other	0.0014765916789715972
ENSDARG00000018145	1.1579207082431444	735	other	0.06384087553200729
ENSDARG00000018146	1.1423934232703277	217	other	0.018848258490402153
ENSDARG00000018149	1.0559060594049425	106	other	0.009206983410058196
ENSDARG00000018159	0.15843929607101767	2103	high zero count	0.1826630765221923
ENSDARG00000018162	-0.1759341834602429	1915	high zero count	0.16633370971944758
ENSDARG00000018165	0.09792833833768529	100	other	0.008685833405715278
ENSDARG00000018174	1.0502355418092004	14	other	0.001216016676800139
ENSDARG00000018178	1.0856180340577373	642	other	0.055763050464692085
ENSDARG00000018179	0.3170351137418698	2237	high zero count	0.19430209328585077
ENSDARG00000018181	-0.229858628157665	1098	high zero count	0.09537045079475376
ENSDARG00000018190	0.7553371441323992	14	other	0.001216016676800139
ENSDARG00000018192	1.2958461564302752	704	other	0.06114826717623556
ENSDARG00000018206	0.14669843240187425	139	other	0.012073308433944238
ENSDARG00000018241	0.7631396220324169	54	other	0.00469035003908625
ENSDARG00000018257	-0.07845407212582764	322	other	0.027968383566403198
ENSDARG00000018259	0.7007761312665498	204	other	0.017719100147659168
ENSDARG00000018260	-0.07185059858003998	1232	high zero count	0.10700946755841223
ENSDARG00000018263	0.13567457217397066	1769	high zero count	0.15365239294710328
ENSDARG00000018266	0.3560323767702838	259	other	0.02249630852080257
ENSDARG00000018272	0.45361027165331763	39	other	0.0033874750282289587
ENSDARG00000018283	0.4536822349298382	2513	high zero count	0.21827499348562496
ENSDARG00000018285	0.8023562486052364	15	other	0.0013028750108572918
ENSDARG00000018296	0.055980671925030576	113	other	0.009814991748458264
ENSDARG00000018303	0.5885758340657677	146	other	0.012681316772344306
ENSDARG00000018312	0.3604132687347653	261	other	0.022670025188916875
ENSDARG00000018319	1.0523511154500451	42	other	0.003648050030400417
ENSDARG00000018325	0.7625888430723194	42	other	0.003648050030400417
ENSDARG00000018328	1.150931788571801	30	other	0.0026057500217145837
ENSDARG00000018334	3.5863447410560765	3	other	2.6057500217145836e-4
ENSDARG00000018351	0.5349637657855024	3063	high zero count	0.266047077217059
ENSDARG00000018383	0.06830821977767668	1339	high zero count	0.11630330930252758
ENSDARG00000018393	0.4908354459207809	530	other	0.046034917050290974
ENSDARG00000018397	0.917577313623304	206	other	0.017892816815773472
ENSDARG00000018404	2.502583174105149	69	other	0.005993225049943542
ENSDARG00000018411	0.4607556788044373	127	other	0.011031008425258403
ENSDARG00000018423	0.3338514618195239	633	other	0.054981325458177716
ENSDARG00000018425	1.0134019791235032	14	other	0.001216016676800139
ENSDARG00000018426	1.6137271974694765	75	other	0.006514375054286459
ENSDARG00000018432	0.6816873552584294	101	other	0.008772691739772432
ENSDARG00000018441	-0.008445712004702855	1906	high zero count	0.1655519847129332
ENSDARG00000018459	0.3109530737395487	573	other	0.049769825414748545
ENSDARG00000018460	0.591636069511146	157	other	0.013636758446972987
ENSDARG00000018461	1.5761549097637113	50	other	0.004342916702857639
ENSDARG00000018476	1.2625394511720671	2	other	1.7371666811430558e-4
ENSDARG00000018485	0.19017939815509413	900	other	0.07817250065143751
ENSDARG00000018491	1.2261022748377957	255	other	0.02214887518457396
ENSDARG00000018492	0.5319363072227803	170	other	0.014765916789715974
ENSDARG00000018494	0.5910362484227266	80	other	0.006948666724572223
ENSDARG00000018508	0.30465228619183904	64	other	0.005558933379657779
ENSDARG00000018524	1.5560167064479513	42	other	0.003648050030400417
ENSDARG00000018529	0.6049988311154685	369	other	0.03205072526708938
ENSDARG00000018534	0.11856803279964767	121	other	0.010509858420915487
ENSDARG00000018559	0.27596932030937793	84	other	0.007296100060800834
ENSDARG00000018562	1.8202788481337373	25	other	0.0021714583514288194
ENSDARG00000018566	-0.24225420827887947	774	other	0.06722835056023625
ENSDARG00000018569	0.16883270664617364	332	other	0.028836966906974723
ENSDARG00000018574	0.8086950387547054	74	other	0.006427516720229306
ENSDARG00000018587	0.12583245619100758	641	other	0.05567619213063493
ENSDARG00000018593	0.5212558617397594	569	other	0.049422392078519936
ENSDARG00000018600	0.6375425856478941	1074	high zero count	0.09328585077738209
ENSDARG00000018602	1.4415571227288655	22	other	0.0019108833492573613
ENSDARG00000018618	0.8433216579853715	2	other	1.7371666811430558e-4
ENSDARG00000018621	0.16969453683613073	307	other	0.026665508555545905
ENSDARG00000018623	0.038346082042496586	864	other	0.07504560062538
ENSDARG00000018627	0.43086871991086245	257	other	0.022322591852688266
ENSDARG00000018637	2.716909747290095	9	other	7.81725006514375e-4
ENSDARG00000018643	0.3944390206593297	466	other	0.040475983670633195
ENSDARG00000018658	0.15400312535781666	2086	high zero count	0.1811864848432207
ENSDARG00000018681	0.18274925841073772	1986	high zero count	0.17250065143750543
ENSDARG00000018691	0.5643312741691054	97	other	0.00842525840354382
ENSDARG00000018693	1.2524366276404546	7	other	6.080083384000695e-4
ENSDARG00000018698	1.4032255245787417	16	other	0.0013897333449144446
ENSDARG00000018721	0.38439419973694466	3508	high zero count	0.304699035872492
ENSDARG00000018738	0.5073454801553673	368	other	0.03196386693303222
ENSDARG00000018742	0.6291794052511706	18	other	0.00156345001302875
ENSDARG00000018743	0.4441608475444774	2545	high zero count	0.22105446017545383
ENSDARG00000018750	0.09198630145178192	3206	high zero count	0.27846781898723183
ENSDARG00000018757	0.10624860965084194	1581	high zero count	0.13732302614435854
ENSDARG00000018765	0.5934114293455547	857	other	0.07443759228697994
ENSDARG00000018782	0.01537106800168653	913	other	0.07930165899418049
ENSDARG00000018787	0.484112648790934	496	other	0.04308173369234778
ENSDARG00000018788	0.13084004437392127	446	other	0.038738816989490145
ENSDARG00000018809	0.28005221503508637	315	other	0.027360375228003126
ENSDARG00000018814	0.4423213193571746	104	other	0.00903326674194389
ENSDARG00000018817	0.09422759884425935	595	other	0.051680708764005906
ENSDARG00000018825	0.7629267429182455	1337	high zero count	0.11612959263441328
ENSDARG00000018840	0.9941036600150397	48	other	0.004169200034743334
ENSDARG00000018853	0.7643669779004175	13	other	0.0011291583427429862
ENSDARG00000018854	1.125638670560007	46	other	0.003995483366629028
ENSDARG00000018856	0.07279725797267966	626	other	0.054373317119777644
ENSDARG00000018881	-0.09841093575882234	907	other	0.07878050898983757
ENSDARG00000018882	0.35760600209693505	56	other	0.004864066707200556
ENSDARG00000018890	1.0976369470837233	19	other	0.0016503083470859028
ENSDARG00000018891	0.6178733451272438	154	other	0.013376183444801529
ENSDARG00000018898	1.654818408418157	44	other	0.0038217666985147225
ENSDARG00000018902	0.6766952302006118	6	other	5.211500043429167e-4
ENSDARG00000018903	1.1805204740354753	16	other	0.0013897333449144446
ENSDARG00000018904	0.9951359381273036	10	other	8.685833405715278e-4
ENSDARG00000018907	0.001073600666639663	125	other	0.010857291757144097
ENSDARG00000018914	1.5043411967693556	3	other	2.6057500217145836e-4
ENSDARG00000018918	0.2855974589911334	371	other	0.032224441935203685
ENSDARG00000018921	0.18911214177431113	655	other	0.05689220880743508
ENSDARG00000018923	0.5024482441685677	175	other	0.015200208460001738
ENSDARG00000018936	0.31808006271166844	57	other	0.004950925041257708
ENSDARG00000018944	0.06561393203972757	334	other	0.02901068357508903
ENSDARG00000018953	0.7076611734067317	1180	high zero count	0.10249283418744029
ENSDARG00000018956	0.48906441971902026	212	other	0.018413966820116392
ENSDARG00000018958	0.021250193323120066	416	other	0.03613306696777556
ENSDARG00000018961	2.363504751514398	4	other	3.4743333622861116e-4
ENSDARG00000018966	0.48009091078089583	1462	high zero count	0.12698688439155736
ENSDARG00000018968	0.5299343292572176	473	other	0.04108399200903327
ENSDARG00000018971	0.4693561586882419	526	other	0.045687483714062366
ENSDARG00000018973	1.1658481069279558	129	other	0.01120472509337271
ENSDARG00000018976	0.5295765380315105	469	other	0.04073655867280466
ENSDARG00000018984	0.730893669564963	485	other	0.0421262920177191
ENSDARG00000018985	0.21317045435777682	42	other	0.003648050030400417
ENSDARG00000018989	1.5645870445213896	9	other	7.81725006514375e-4
ENSDARG00000018997	0.8795876862617091	1433	high zero count	0.12446799270389994
ENSDARG00000019000	1.2970362947015157	6	other	5.211500043429167e-4
ENSDARG00000019004	1.6779117376224388	15	other	0.0013028750108572918
ENSDARG00000019008	0.9956594253749357	17	other	0.0014765916789715972
ENSDARG00000019025	0.8098080439989263	1217	high zero count	0.10570659254755493
ENSDARG00000019033	1.3259472133703347	252	other	0.021888300182402502
ENSDARG00000019038	0.623485414699433	790	other	0.0686180839051507
ENSDARG00000019060	0.8215883763207427	42	other	0.003648050030400417
ENSDARG00000019062	1.4343612745108503	214	other	0.018587683488230696
ENSDARG00000019063	0.10030180941471714	765	other	0.06644662555372188
ENSDARG00000019081	0.3729207451408056	54	other	0.00469035003908625
ENSDARG00000019096	0.6149924293308698	877	other	0.076174758968123
ENSDARG00000019098	1.403326631159633	135	other	0.011725875097715626
ENSDARG00000019103	0.05174289161827204	68	other	0.005906366715886389
ENSDARG00000019113	0.60399581586713	10	other	8.685833405715278e-4
ENSDARG00000019116	-0.09663675514017284	690	other	0.05993225049943542
ENSDARG00000019117	0.7401281458424925	962	other	0.08355771736298098
ENSDARG00000019128	0.15155825493305175	143	other	0.012420741770172848
ENSDARG00000019130	0.31846690235643604	1504	high zero count	0.13063493442195778
ENSDARG00000019137	1.0027144365465208	18	other	0.00156345001302875
ENSDARG00000019144	0.15727747586645224	2527	high zero count	0.2194910101624251
ENSDARG00000019156	0.009035482693340124	1856	high zero count	0.16120906801007556
ENSDARG00000019160	0.16692312317570832	1021	other	0.08868235907235299
ENSDARG00000019191	0.8828693841244535	84	other	0.007296100060800834
ENSDARG00000019195	0.0538328801688978	67	other	0.005819508381829237
ENSDARG00000019205	1.0539247001196117	7	other	6.080083384000695e-4
ENSDARG00000019208	-0.10503798862605337	633	other	0.054981325458177716
ENSDARG00000019213	0.8503092689955856	77	other	0.006688091722400764
ENSDARG00000019222	0.7817896299101719	251	other	0.02180144184834535
ENSDARG00000019223	1.3843930249858618	15	other	0.0013028750108572918
ENSDARG00000019228	-0.021315120638365787	1664	high zero count	0.14453226787110224
ENSDARG00000019230	3.660586958559816	1	other	8.685833405715279e-5
ENSDARG00000019231	1.883551909411107	2	other	1.7371666811430558e-4
ENSDARG00000019233	-0.0697521482397875	165	other	0.01433162511943021
ENSDARG00000019235	0.38309803254672303	216	other	0.018761400156345
ENSDARG00000019236	0.5537245612003961	419	other	0.036393641969947016
ENSDARG00000019239	1.1549950337700525	5	other	4.342916702857639e-4
ENSDARG00000019253	1.3777214767681978	1335	high zero count	0.11595587596629897
ENSDARG00000019260	0.3606856432655637	2195	high zero count	0.19065404325545035
ENSDARG00000019265	-0.08925071427343478	347	other	0.030139841917832016
ENSDARG00000019274	0.21284469375376378	758	other	0.0658386172153218
ENSDARG00000019280	1.2125880849894817	29	other	0.0025188916876574307
