entrez_id	percent_zero_counts
1	0.11724076067456046
29974	0.3975601004664514
2	0.3927984092811865
144568	0.3003154526970458
3	0.5896199617270661
127550	0.7828833273531874
53947	0.5020332496112905
51146	0.7645766056691783
8086	0.25617450065781605
65985	0.07047601961487861
729522	0.5286822748475063
13	0.7851931587130726
344752	0.9099390025116613
126767	0.7081464537734721
343066	0.9199856476498026
201651	0.7785551967468006
51166	0.4096100944863055
195827	0.1276686401148188
79719	0.2361260614759
22848	0.044051249850496355
28971	0.11670254754216003
14	0.18849419925846192
15	0.4989759000119603
25980	0.22787346011242673
441376	0.26616881951919624
16	0.1716526133237651
57505	0.263193696926205
80755	0.15785342662360963
	0.9922033847625882
132949	0.29301219949766777
60496	0.16825140533429014
10157	0.25187627078100705
26574	0.27495215883267554
9625	0.47642327472790336
"NA"	0.7885569907905753
"NA"	0.9863802176773113
"NA"	0.485296316230116
18	0.17396244468365027
"NA"	0.92764023442172
"NA"	0.996464238727425
"NA"	0.9184831359885182
"NA"	0.5880950245185983
"NA"	0.7398337519435474
"NA"	0.5629933620380337
"NA"	0.9888769285970578
"NA"	0.4498340509508432
"NA"	0.8846728860184189
"NA"	0.33784086831718696
"NA"	0.5555331300083722
"NA"	0.9264666307857912
"NA"	0.9957391460351632
"NA"	0.9930032292787944
19	0.27953444564047364
10349	0.4148576725272097
79963	0.40544641789259656
26154	0.5708273531874177
154664	0.26400101662480563
650655	0.353658354263844
20	0.3195640473627557
21	0.37553073795000597
24	0.5817710202128932
23461	0.18120589642387275
23460	0.2402598373400311
10347	0.3598777060160268
10351	0.30497996651118287
10350	0.14948122234182515
5243	0.4621382011721086
23456	0.33902942231790456
56476	0.9510674560459276
728248	0.930181796435833
100132289	0.9216227125941873
8647	0.731678327951202
5244	0.492913527090061
340273	0.2975870111230714
10058	0.2857463222102619
22	0.2710725391699558
11194	0.250598014591556
23457	0.1699482717378304
4363	0.26481581150580075
89845	0.20778764501853844
85320	0.4577502691065662
94160	0.8057723358449946
150000	0.4260405453893075
1244	0.3864893553402703
8714	0.20843798588685564
10257	0.25864878603037916
10057	0.2445580672168401
368	0.2304748235856955
653190	0.5793042100227246
730013	0.669028824303313
6833	0.6699856476498026
10060	0.10742584619064705
215	0.4202996053103696
26983	0.9523905633297453
26982	0.973014591556034
26957	0.9796749790694893
642762	0.9549396005262528
225	0.5717617509867241
5825	0.23057200095682334
5826	0.12322838177251524
6059	0.13818622174381054
23	0.12497757445281665
10061	0.17954640593230475
344653	0.8629201052505681
100422059	0.9650759478531277
55324	0.27224614280588444
9619	0.3188015787585217
9429	0.45240551369453413
64137	0.607508073196986
64240	0.48131204401387395
64241	0.7919581987800502
84696	0.22515249372084678
55347	0.2471968066020811
83451	0.20163556990790577
26090	0.2650774428896065
145447	0.2269614878603038
84945	0.30383626360483196
25864	0.22009179523980385
100526760	0.43989205836622414
84836	0.32999940198540845
116236	0.32310728381772513
7920	0.2792055376151178
140701	0.4930779811027389
81926	0.33061984212414786
728917	0.6795239803851214
648359	0.7333228680779811
729495	0.8350301997368735
91219	0.825925427580433
644988	0.8282128333931348
100133212	0.9961951321612247
647144	0.9907756249252482
100132251	0.9804748235856955
51104	0.2514576605669178
58489	0.36783130008372206
80167	0.12909639995215882
11057	0.15335336682215045
171586	0.28614998205956227
63874	0.3072823226886736
51099	0.3119543116852051
57406	0.3056228321971056
79575	0.40019136466929794
10006	0.15783847625882072
10152	0.07163467288601842
51225	0.5332047601961488
25890	0.2861275565123789
25	0.27341974644181316
27	0.10809113742375313
3983	0.19564047362755652
84448	0.4820520870709245
22885	0.4603441573974405
28	0.28053612008133
29	0.1814077263485229
137735	0.5269629828967827
58527	0.18883058246621218
29777	0.23045239803851214
100420695	0.8557962564286569
80325	0.39391968664035404
25841	0.4034056930989116
"NA"	0.880426982418371
"NA"	0.8735423394330821
"NA"	0.9605758880516685
"NA"	0.5995993302236574
"NA"	0.892641430450903
"NA"	0.5417563688554
"NA"	0.5688763305824662
"NA"	0.6691559024040187
"NA"	0.9723268747757445
"NA"	0.983636825738548
"NA"	0.97497308934338
"NA"	0.19708318382968545
"NA"	0.951672945819878
"NA"	0.8312328070804927
"NA"	0.8371755770840809
"NA"	0.9590135749312283
"NA"	0.9332316708527688
"NA"	0.6724823585695491
"NA"	0.9854682454251884
"NA"	0.7370754096399952
"NA"	0.7292488936730056
"NA"	0.8625089702188733
"NA"	0.629298229876809
"NA"	0.9692620499940199
"NA"	0.9047512259299126
"NA"	0.513791711517761
"NA"	0.6698361440019136
"NA"	0.9626390383925367
"NA"	0.349741358689152
"NA"	0.9616373639516804
"NA"	0.955971175696687
"NA"	0.8831853247219232
"NA"	0.9896319220188973
"NA"	0.9137588207152254
"NA"	0.6707107403420643
"NA"	0.867898576725272
"NA"	0.8385510106446598
"NA"	0.589948869752422
"NA"	0.9282681497428538
"NA"	0.5915560339672288
"NA"	0.9108360243989954
"NA"	0.6880232627676115
"NA"	0.9805720009568234
"NA"	0.7532068532472193
"NA"	0.8459439660327712
"NA"	0.9559263246023203
"NA"	0.9862456643942112
"NA"	0.9325514292548738
"NA"	0.8727350197344815
"NA"	0.8237202487740701
"NA"	0.9692844755412032
"NA"	0.978890084918072
"NA"	0.7444085635689511
"NA"	0.9693592273651477
"NA"	0.9069713551010644
"NA"	0.17668341107523022
"NA"	0.9814017462026073
"NA"	0.9232971534505442
"NA"	0.9410432364549695
"NA"	0.9854607702427939
"NA"	0.44694863054658535
"NA"	0.619640294223179
"NA"	0.9656216361679225
"NA"	0.8290874297332855
"NA"	0.7472192321492644
"NA"	0.9322748475062792
"NA"	0.8897634852290396
"NA"	0.3617166008850616
"NA"	0.6076949527568473
"NA"	0.6932035641669657
"NA"	0.9965464657337639
"NA"	0.441947733524698
"NA"	0.49706972850137543
"NA"	0.765765159669896
"NA"	0.6432768209544313
"NA"	0.8234885181198421
"NA"	0.7012169596938165
"NA"	0.2954939600526253
"NA"	0.587444683650281
"NA"	0.587444683650281
"NA"	0.8653794402583423
"NA"	0.7896633177849539
"NA"	0.8897186341346729
"NA"	0.9957765219471355
"NA"	0.9863278914005502
"NA"	0.9267581628991748
"NA"	0.6233778854204043
"NA"	0.9578250209305107
"NA"	0.9602768807558905
"NA"	0.971123370410238
"NA"	0.8840150699677072
"NA"	0.9646722880038273
"NA"	0.8986066260016744
"NA"	0.479039588565961
"NA"	0.5292279631623011
"NA"	0.3947344815213491
"NA"	0.6327891400550173
"NA"	0.38461308455926324
"NA"	0.8175382729338596
"NA"	0.47587758641310846
"NA"	0.5024967109197465
"NA"	0.9762289199856476
"NA"	0.8932020691304868
"NA"	0.97354532950604
"NA"	0.7345712235378543
"NA"	0.8331016026791054
"NA"	0.8469456404736275
"NA"	0.9579894749431886
"NA"	0.9834723717258701
"NA"	0.9801085396483674
"NA"	0.8614699198660447
"NA"	1
"NA"	0.6484122712594187
"NA"	0.9884433680181797
"NA"	0.5411209783518718
"NA"	0.9177131922018897
"NA"	0.7310130367180959
"NA"	0.7898352469800263
"NA"	0.6008476856835306
"NA"	0.6162764621456763
"NA"	0.5568487621097955
"NA"	0.9170778016983614
"NA"	0.901619124506638
"NA"	0.9242465016146394
"NA"	0.37761631383805766
"NA"	0.6623534864250687
